specification_id,baseline_type,baseline_label,model_family,model_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,complexity_score,cycle,scored_races,mean_margin_error_dem_bias,mean_absolute_error,median_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error,absolute_mean_error,absolute_expected_seat_error,mean_absolute_error_rank,rmse_rank,brier_score_rank,log_loss_rank,absolute_mean_error_rank,absolute_expected_seat_error_rank,winner_accuracy_rank,performance_score,complexity_penalty,simplicity_adjusted_score
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.05,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.5,0.5,3,,1545,-1.698105169843326,6.367102448435675,4.967142006499991,8.43761417416737,0.9288025889967637,0.05143865266364896,0.17377233839473588,756,706,713.6725121644457,-50,-42.32748783555428,1.698105169843326,42.32748783555428,63.0,61.0,130.0,115.0,71.0,101.0,132.0,0.6739130434782609,0.1,0.7739130434782608
normalized_partisan_baseline__generic_only__gb_0.05,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.05,0.0,0.0,1,,1545,-2.001988665116109,6.561998628202763,5.237635990000005,8.632711512574884,0.9242718446601942,0.05188482187204174,0.17499357763523346,756,701,708.2185992252466,-55,-47.781400774753365,2.001988665116109,47.781400774753365,100.0,73.0,135.0,125.0,85.0,112.0,137.5,0.7759661835748792,0.0,0.7759661835748792
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.65,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.65,0.5,0.5,3,,1545,3.5177524353346667,6.57263956853758,5.014346236500003,8.786314484438877,0.941747572815534,0.048581524347517495,0.17100379757653816,756,776,801.8092071755008,20,45.809207175500774,3.5177524353346667,45.809207175500774,102.0,106.0,67.0,86.0,111.0,111.0,63.0,0.6763285024154589,0.1,0.7763285024154589
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.70,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.7,0.5,0.5,3,,1545,3.691328487114603,6.638811278061915,5.079167406500002,8.841625290403185,0.9436893203883495,0.04872527905697928,0.17152969757485192,756,779,804.9154409985829,23,48.91544099858288,3.691328487114603,48.91544099858288,107.0,112.0,73.0,92.0,114.0,115.0,41.5,0.6793478260869565,0.1,0.7793478260869565
raw_presidential_margin__generic_plus_approval__gb_0.75,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.75,0.5,0.0,2,,1545,3.8671699110628226,6.738641806191172,5.2957450035,8.931681895715476,0.9423948220064725,0.048901081044056535,0.17218004665347206,756,783,807.7524315467277,27,51.752431546727735,3.8671699110628226,51.752431546727735,116.0,118.0,81.0,101.0,118.0,118.0,55.0,0.7318840579710145,0.05,0.7818840579710146
normalized_partisan_baseline__generic_plus_approval__gb_0.00,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.0,0.5,0.0,2,,1545,-1.8694158494549769,6.534886767453152,5.188186743349995,8.60715548914483,0.9275080906148867,0.05241462261853594,0.17616513153312888,756,702,710.9319403052544,-54,-45.06805969474556,1.8694158494549769,45.06805969474556,96.0,68.0,137.0,131.0,78.0,107.0,134.5,0.7493961352657005,0.05,0.7993961352657005
raw_presidential_margin__generic_plus_approval__gb_0.80,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.8,0.5,0.0,2,,1545,4.040745962842758,6.813245168215443,5.3259381385,8.994635838718947,0.9423948220064725,0.0491047503082248,0.1728397783773232,756,785,810.88168160179,29,54.88168160178998,4.040745962842758,54.88168160178998,120.0,121.0,87.0,107.0,121.0,121.0,55.0,0.7548309178743962,0.05,0.8048309178743962
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.75,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.75,0.5,0.5,3,,1545,3.8649045388945376,6.711468592143922,5.2312411705,8.90394862221036,0.944336569579288,0.04892063713140251,0.17217120954430878,756,784,808.0400447218635,28,52.040044721863524,3.8649045388945376,52.040044721863524,115.0,117.0,83.0,100.0,117.0,119.0,36.5,0.7095410628019324,0.1,0.8095410628019324
raw_presidential_margin__generic_plus_approval__gb_0.85,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.85,0.5,0.0,2,,1545,4.2143220146226925,6.893355059010006,5.411354376500004,9.064378301390056,0.9436893203883495,0.04936079749429078,0.17361591391358802,756,789,814.0290437969139,33,58.029043796913925,4.2143220146226925,58.029043796913925,123.0,124.0,94.0,114.0,124.0,124.0,41.5,0.7614734299516908,0.05,0.8114734299516908
raw_presidential_margin__generic_only__gb_1.10,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,1.1,0.0,0.0,1,,1545,4.776053406081302,7.279521376056058,5.951993715,9.34784101360988,0.944336569579288,0.0496978935065717,0.175035476233919,756,798,823.6161746602186,42,67.61617466021858,4.776053406081302,67.61617466021858,136.0,134.0,101.0,126.0,134.0,133.0,36.5,0.8146135265700484,0.0,0.8146135265700484
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.00,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.5,0.5,3,,1545,-1.8716812216232617,6.457251067692246,5.045339013500001,8.520496309682372,0.9294498381877022,0.052076034745838246,0.175238285069146,756,705,710.9237956775164,-51,-45.07620432248359,1.8716812216232617,45.07620432248359,77.0,65.0,136.0,127.0,79.0,108.0,128.5,0.7167874396135266,0.1,0.8167874396135266
normalized_partisan_baseline__generic_only__gb_0.00,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.0,0.0,0.0,1,,1545,-2.175564716896045,6.662228485807941,5.355793499999997,8.729233609986391,0.9242718446601942,0.052594934032184244,0.17667833957556314,756,697,705.5046316588846,-59,-50.49536834111541,2.175564716896045,50.49536834111541,111.0,96.0,138.0,133.0,89.0,116.0,137.5,0.8303140096618357,0.0,0.8303140096618357
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.80,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.8,0.5,0.5,3,,1545,4.038480590674473,6.791364325868001,5.276354376500006,8.973138363619173,0.944336569579288,0.04916819127179272,0.17292897231451196,756,784,811.1827349515993,28,55.182734951599286,4.038480590674473,55.182734951599286,119.0,120.0,88.0,108.0,120.0,122.0,36.5,0.731280193236715,0.1,0.831280193236715
raw_presidential_margin__generic_plus_approval__gb_0.90,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.9,0.5,0.0,2,,1545,4.387898066402629,6.977777702389296,5.504191933500003,9.140753899153081,0.9423948220064725,0.04966974081044303,0.1745090818471943,756,791,817.1941788333726,35,61.194178833372575,4.387898066402629,61.194178833372575,126.0,127.0,100.0,120.0,127.0,126.0,55.0,0.7983091787439613,0.05,0.8483091787439614
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.85,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.85,0.5,0.5,3,,1545,4.2120566424544075,6.875003527784763,5.401061423350001,9.049037012465714,0.9423948220064725,0.04946846954887013,0.17380361375442557,756,787,814.3431817268456,31,58.343181726845614,4.2120566424544075,58.343181726845614,122.0,123.0,97.0,116.0,123.0,125.0,55.0,0.7789855072463768,0.1,0.8789855072463768
raw_presidential_margin__generic_plus_approval__gb_0.95,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.95,0.5,0.0,2,,1545,4.561474118182564,7.067300539349036,5.599530076499999,9.223597857326686,0.9398058252427185,0.05003202874498309,0.1755198978510724,756,795,820.3766998951023,39,64.37669989510232,4.561474118182564,64.37669989510232,129.0,130.0,109.0,128.0,130.0,129.0,81.5,0.8556763285024154,0.05,0.9056763285024154
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.90,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.9,0.5,0.5,3,,1545,4.385632694234344,6.9637428236579035,5.4877970165,9.13147728179414,0.941747572815534,0.049821931318546585,0.17479574911805235,756,788,817.5210080427144,32,61.52100804271436,4.385632694234344,61.52100804271436,125.0,126.0,105.0,123.0,126.0,128.0,63.0,0.8128019323671498,0.1,0.9128019323671498
raw_presidential_margin__generic_plus_approval__gb_1.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.0,0.5,0.0,2,,1545,4.735050169962499,7.1610869397983565,5.659234207349999,9.312737554398732,0.9398058252427185,0.05044803618383129,0.17664896300490335,756,799,823.5761724719493,43,67.57617247194935,4.735050169962499,67.57617247194935,132.0,132.0,115.0,132.0,133.0,132.0,81.5,0.876207729468599,0.05,0.9262077294685991
raw_presidential_margin__generic_plus_approval__gb_1.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.05,0.5,0.0,2,,1545,4.908626221742434,7.261961917723017,5.894008023349997,9.407994037793781,0.9398058252427185,0.050918060786019445,0.17789686211345898,756,803,826.7921144766553,47,70.79211447665534,4.908626221742434,70.79211447665534,134.0,135.0,123.0,135.0,136.0,135.0,81.5,0.8991545893719807,0.05,0.9491545893719807
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.95,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.95,0.5,0.5,3,,1545,4.559208746014279,7.058185804859716,5.5859167435,9.22028370374244,0.9398058252427185,0.050228963342682925,0.17590597937893535,756,793,820.7157896494639,37,64.71578964946389,4.559208746014279,64.71578964946389,128.0,129.0,112.0,130.0,129.0,131.0,81.5,0.8580917874396136,0.1,0.9580917874396135
raw_presidential_margin__generic_plus_approval__gb_1.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.1,0.5,0.0,2,,1545,5.082202273522371,7.370070552301334,5.9747116333500045,9.509183487968148,0.940453074433657,0.05144231966228639,0.17926416203511897,756,802,830.023996664328,46,74.02399666432802,5.082202273522371,74.02399666432802,137.0,137.0,131.0,137.0,138.0,137.0,75.0,0.9118357487922705,0.05,0.9618357487922705
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_1.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.5,0.5,3,,1545,4.732784797794214,7.158763769562757,5.6769995364999986,9.315274206468757,0.9398058252427185,0.05068987616019477,0.1771348895635149,756,797,823.927055139608,41,67.927055139608,4.732784797794214,67.927055139608,131.0,133.0,121.0,134.0,132.0,134.0,81.5,0.8846618357487922,0.1,0.9846618357487922
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_1.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.5,0.5,3,,1545,4.906360849574149,7.267080325027224,5.922008153349999,9.416261638279478,0.9398058252427185,0.051204900752930285,0.1784830470937342,756,801,827.1542863318064,45,71.15428633180636,4.906360849574149,71.15428633180636,135.0,136.0,128.0,136.0,135.0,136.0,81.5,0.907608695652174,0.1,1.007608695652174
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_1.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.1,0.5,0.5,3,,1545,5.079936901354086,7.381531273018745,6.009000063500004,9.52305521741805,0.9365695792880259,0.05177418554928881,0.17995100014952395,756,806,830.3969189566518,50,74.3969189566518,5.079936901354086,74.3969189566518,138.0,138.0,134.0,138.0,137.0,138.0,94.5,0.9414251207729468,0.1,1.0414251207729468
