specification_id,cycle,estimate_margin_dem,environment_margin_dem,input_questions,retained_questions,aggregated_rows,unique_polls,unique_pollsters,effective_sample_size,weighted_mean_poll_age_days
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,2020,7.615791201131489,6.85421208101834,943,127,126,126,18,124.10944428930472,22.404327535002118
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,2022,1.2438918235802459,1.1195026412222213,1364,144,142,142,47,138.32042229490295,22.877459575297095
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,2024,0.5717349840794276,0.5145614856714849,735,52,50,50,25,48.353322238574016,17.9104
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,2018,9.203738449442445,8.283364604498201,1773,129,129,129,30,126.00534706058129,22.001526778898302
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,2020,7.615791201131489,6.85421208101834,943,127,126,126,18,124.10944428930472,22.404327535002118
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,2022,1.2438918235802459,1.1195026412222213,1364,144,142,142,47,138.32042229490295,22.877459575297095
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,2024,0.5717349840794276,0.5145614856714849,735,52,50,50,25,48.353322238574016,17.9104
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,2018,9.203738449442445,8.283364604498201,1773,129,129,129,30,126.00534706058129,22.001526778898302
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,2020,7.615791201131489,6.85421208101834,943,127,126,126,18,124.10944428930472,22.404327535002118
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,2022,1.2438918235802459,1.1195026412222213,1364,144,142,142,47,138.32042229490295,22.877459575297095
lb45__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,2024,0.5717349840794276,0.5145614856714849,735,52,50,50,25,48.353322238574016,17.9104
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,2018,9.230686428105967,8.30761778529537,1773,129,129,129,30,118.84215967104889,21.76739173428767
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,2020,7.294537630296636,6.5650838672669725,943,127,126,126,18,108.67823485021607,22.874353937135325
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,2022,1.5669646380679179,1.410268174261126,1364,144,142,142,47,102.29724095981143,23.77984929223609
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,2024,0.3911883752504165,0.35206953772537486,735,52,50,50,25,47.24700400021843,17.496672759685055
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,2018,9.230686428105967,8.30761778529537,1773,129,129,129,30,118.84215967104889,21.76739173428767
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,2020,7.294537630296636,6.5650838672669725,943,127,126,126,18,108.67823485021607,22.874353937135325
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,2022,1.5669646380679179,1.410268174261126,1364,144,142,142,47,102.29724095981143,23.77984929223609
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,2024,0.3911883752504165,0.35206953772537486,735,52,50,50,25,47.24700400021843,17.496672759685055
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,2018,9.230686428105967,8.30761778529537,1773,129,129,129,30,118.84215967104889,21.76739173428767
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,2020,7.294537630296636,6.5650838672669725,943,127,126,126,18,108.67823485021607,22.874353937135325
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,2022,1.5669646380679179,1.410268174261126,1364,144,142,142,47,102.29724095981143,23.77984929223609
lb45__equal__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,2024,0.3911883752504165,0.35206953772537486,735,52,50,50,25,47.24700400021843,17.496672759685055
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,2018,9.396762085341074,8.457085876806966,1773,129,129,129,30,116.89817195978887,22.006148230837923
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,2020,7.362776859272422,6.62649917334518,943,127,126,126,18,112.41563123021474,22.856543556554218
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,2022,1.5349538685585777,1.38145848170272,1364,144,142,142,47,104.58393625206268,23.823169204730426
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,2024,0.5599087026906032,0.5039178324215429,735,52,50,50,25,46.83404338472713,17.88856285427557
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,2018,9.396762085341074,8.457085876806966,1773,129,129,129,30,116.89817195978887,22.006148230837923
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,2020,7.362776859272422,6.62649917334518,943,127,126,126,18,112.41563123021474,22.856543556554218
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,2022,1.5349538685585777,1.38145848170272,1364,144,142,142,47,104.58393625206268,23.823169204730426
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,2024,0.5599087026906032,0.5039178324215429,735,52,50,50,25,46.83404338472713,17.88856285427557
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,2018,9.396762085341074,8.457085876806966,1773,129,129,129,30,116.89817195978887,22.006148230837923
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,2020,7.362776859272422,6.62649917334518,943,127,126,126,18,112.41563123021474,22.856543556554218
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,2022,1.5349538685585777,1.38145848170272,1364,144,142,142,47,104.58393625206268,23.823169204730426
lb45__equal__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,2024,0.5599087026906032,0.5039178324215429,735,52,50,50,25,46.83404338472713,17.88856285427557
lb45__hl14__q_all__sample_equal__quality_off__partisan_include__poll_level,2018,8.517200570808475,7.665480513727628,1773,266,129,129,30,91.70974841628424,13.318499275168273
lb45__hl14__q_all__sample_equal__quality_off__partisan_include__poll_level,2020,7.753176687004319,6.977859018303887,943,143,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_all__sample_equal__quality_off__partisan_include__poll_level,2022,0.38975379277486083,0.35077841349737476,1364,183,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_all__sample_equal__quality_off__partisan_include__poll_level,2024,0.18790702921054964,0.1691163262894947,735,73,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_all__sample_equal__quality_off__partisan_downweight__poll_level,2018,8.517200570808475,7.665480513727628,1773,266,129,129,30,91.70974841628424,13.318499275168273
lb45__hl14__q_all__sample_equal__quality_off__partisan_downweight__poll_level,2020,7.753176687004319,6.977859018303887,943,143,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_all__sample_equal__quality_off__partisan_downweight__poll_level,2022,0.38975379277486083,0.35077841349737476,1364,183,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_all__sample_equal__quality_off__partisan_downweight__poll_level,2024,0.18790702921054964,0.1691163262894947,735,73,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_all__sample_equal__quality_off__partisan_exclude__poll_level,2018,8.517200570808475,7.665480513727628,1773,266,129,129,30,91.70974841628424,13.318499275168273
lb45__hl14__q_all__sample_equal__quality_off__partisan_exclude__poll_level,2020,7.753176687004319,6.977859018303887,943,143,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_all__sample_equal__quality_off__partisan_exclude__poll_level,2022,0.38975379277486083,0.35077841349737476,1364,183,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_all__sample_equal__quality_off__partisan_exclude__poll_level,2024,0.18790702921054964,0.1691163262894947,735,73,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_all__sample_equal__quality_on__partisan_include__poll_level,2018,8.593670346165707,7.734303311549136,1773,266,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_all__sample_equal__quality_on__partisan_include__poll_level,2020,7.865872282650197,7.079285054385178,943,143,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_all__sample_equal__quality_on__partisan_include__poll_level,2022,0.3537853092909242,0.3184067783618318,1364,183,142,142,47,100.9634378004686,15.449001864181819
lb45__hl14__q_all__sample_equal__quality_on__partisan_include__poll_level,2024,0.3466504430237908,0.31198539872141173,735,73,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_all__sample_equal__quality_on__partisan_downweight__poll_level,2018,8.593670346165707,7.734303311549136,1773,266,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_all__sample_equal__quality_on__partisan_downweight__poll_level,2020,7.865872282650197,7.079285054385178,943,143,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_all__sample_equal__quality_on__partisan_downweight__poll_level,2022,0.3537853092909242,0.3184067783618318,1364,183,142,142,47,100.9634378004686,15.449001864181819
lb45__hl14__q_all__sample_equal__quality_on__partisan_downweight__poll_level,2024,0.3466504430237908,0.31198539872141173,735,73,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_all__sample_equal__quality_on__partisan_exclude__poll_level,2018,8.593670346165707,7.734303311549136,1773,266,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_all__sample_equal__quality_on__partisan_exclude__poll_level,2020,7.865872282650197,7.079285054385178,943,143,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_all__sample_equal__quality_on__partisan_exclude__poll_level,2022,0.3537853092909242,0.3184067783618318,1364,183,142,142,47,100.9634378004686,15.449001864181819
lb45__hl14__q_all__sample_equal__quality_on__partisan_exclude__poll_level,2024,0.3466504430237908,0.31198539872141173,735,73,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_include__poll_level,2018,8.56990948146421,7.712918533317789,1773,266,129,129,30,88.3965107729658,13.40080646690517
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_include__poll_level,2020,7.519111086153527,6.767199977538174,943,143,126,126,18,82.86112074283365,15.366370969342283
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_include__poll_level,2022,0.6814789585611394,0.6133310627050255,1364,183,142,142,47,84.85984586731627,16.764108341528377
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_include__poll_level,2024,0.181161083826283,0.1630449754436547,735,73,50,50,25,37.426736731533445,11.766501295643609
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,2018,8.56990948146421,7.712918533317789,1773,266,129,129,30,88.3965107729658,13.40080646690517
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,2020,7.519111086153527,6.767199977538174,943,143,126,126,18,82.86112074283365,15.366370969342283
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,2022,0.6814789585611394,0.6133310627050255,1364,183,142,142,47,84.85984586731627,16.764108341528377
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,2024,0.181161083826283,0.1630449754436547,735,73,50,50,25,37.426736731533445,11.766501295643609
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,2018,8.56990948146421,7.712918533317789,1773,266,129,129,30,88.3965107729658,13.40080646690517
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,2020,7.519111086153527,6.767199977538174,943,143,126,126,18,82.86112074283365,15.366370969342283
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,2022,0.6814789585611394,0.6133310627050255,1364,183,142,142,47,84.85984586731627,16.764108341528377
lb45__hl14__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,2024,0.181161083826283,0.1630449754436547,735,73,50,50,25,37.426736731533445,11.766501295643609
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_include__poll_level,2018,8.65201624367721,7.786814619309489,1773,266,129,129,30,89.88657791595851,13.683650682963947
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_include__poll_level,2020,7.597844894875567,6.83806040538801,943,143,126,126,18,85.29429355704633,15.312711128283478
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_include__poll_level,2022,0.6450556575545078,0.580550091799057,1364,183,142,142,47,90.09847243163195,16.91263946651592
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_include__poll_level,2024,0.3234383968478507,0.29109455716306565,735,73,50,50,25,37.988312496315395,12.001817760563766
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,2018,8.65201624367721,7.786814619309489,1773,266,129,129,30,89.88657791595851,13.683650682963947
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,2020,7.597844894875567,6.83806040538801,943,143,126,126,18,85.29429355704633,15.312711128283478
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,2022,0.6450556575545078,0.580550091799057,1364,183,142,142,47,90.09847243163195,16.91263946651592
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,2024,0.3234383968478507,0.29109455716306565,735,73,50,50,25,37.988312496315395,12.001817760563766
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,2018,8.65201624367721,7.786814619309489,1773,266,129,129,30,89.88657791595851,13.683650682963947
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,2020,7.597844894875567,6.83806040538801,943,143,126,126,18,85.29429355704633,15.312711128283478
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,2022,0.6450556575545078,0.580550091799057,1364,183,142,142,47,90.09847243163195,16.91263946651592
lb45__hl14__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,2024,0.3234383968478507,0.29109455716306565,735,73,50,50,25,37.988312496315395,12.001817760563766
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,2018,8.315529776379037,7.483976798741134,1773,148,129,129,30,91.70974841628427,13.318499275168271
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,2020,7.74153793495206,6.967384141456854,943,126,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,2022,0.23481737431155744,0.2113356368804017,1364,142,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,2024,0.13152925335656762,0.11837632802091086,735,51,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,2018,8.315529776379037,7.483976798741134,1773,148,129,129,30,91.70974841628427,13.318499275168271
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,2020,7.74153793495206,6.967384141456854,943,126,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,2022,0.23481737431155744,0.2113356368804017,1364,142,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,2024,0.13152925335656762,0.11837632802091086,735,51,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,2018,8.315529776379037,7.483976798741134,1773,148,129,129,30,91.70974841628427,13.318499275168271
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,2020,7.74153793495206,6.967384141456854,943,126,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,2022,0.23481737431155744,0.2113356368804017,1364,142,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,2024,0.13152925335656762,0.11837632802091086,735,51,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,2018,8.35648256390556,7.520834307515004,1773,148,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,2020,7.849558582449969,7.064602724204972,943,126,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,2022,0.17680703390554542,0.1591263305149909,1364,142,142,142,47,100.9634378004686,15.449001864181822
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,2024,0.2917292292311762,0.2625563063080586,735,51,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,2018,8.35648256390556,7.520834307515004,1773,148,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,2020,7.849558582449969,7.064602724204972,943,126,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,2022,0.17680703390554542,0.1591263305149909,1364,142,142,142,47,100.9634378004686,15.449001864181822
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,2024,0.2917292292311762,0.2625563063080586,735,51,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,2018,8.35648256390556,7.520834307515004,1773,148,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,2020,7.849558582449969,7.064602724204972,943,126,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,2022,0.17680703390554542,0.1591263305149909,1364,142,142,142,47,100.9634378004686,15.449001864181822
lb45__hl14__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,2024,0.2917292292311762,0.2625563063080586,735,51,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,2018,8.285139339856713,7.4566254058710415,1773,148,129,129,30,87.96909967970076,13.351882659115342
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,2020,7.512806979262396,6.761526281336156,943,126,126,126,18,82.72475301196543,15.383265249315619
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,2022,0.5568489266993296,0.5011640340293967,1364,142,142,142,47,83.75418824028787,16.84034144781076
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,2024,0.09811649673384443,0.08830484706045999,735,51,50,50,25,37.73116323008503,11.757781980038391
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,2018,8.285139339856713,7.4566254058710415,1773,148,129,129,30,87.96909967970076,13.351882659115342
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,2020,7.512806979262396,6.761526281336156,943,126,126,126,18,82.72475301196543,15.383265249315619
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,2022,0.5568489266993296,0.5011640340293967,1364,142,142,142,47,83.75418824028787,16.84034144781076
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,2024,0.09811649673384443,0.08830484706045999,735,51,50,50,25,37.73116323008503,11.757781980038391
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,2018,8.285139339856713,7.4566254058710415,1773,148,129,129,30,87.96909967970076,13.351882659115342
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,2020,7.512806979262396,6.761526281336156,943,126,126,126,18,82.72475301196543,15.383265249315619
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,2022,0.5568489266993296,0.5011640340293967,1364,142,142,142,47,83.75418824028787,16.84034144781076
lb45__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,2024,0.09811649673384443,0.08830484706045999,735,51,50,50,25,37.73116323008503,11.757781980038391
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,2018,8.322834026632188,7.49055062396897,1773,148,129,129,30,90.36362162264543,13.627125054492744
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,2020,7.587682229407387,6.828914006466649,943,126,126,126,18,85.14436365548686,15.327770724623416
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,2022,0.5039012648268648,0.45351113834417833,1364,142,142,142,47,89.10390465220888,16.997004116360927
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,2024,0.24463591490601033,0.2201723234154093,735,51,50,50,25,38.10030831698392,11.984024053736144
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,2018,8.322834026632188,7.49055062396897,1773,148,129,129,30,90.36362162264543,13.627125054492744
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,2020,7.587682229407387,6.828914006466649,943,126,126,126,18,85.14436365548686,15.327770724623416
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,2022,0.5039012648268648,0.45351113834417833,1364,142,142,142,47,89.10390465220888,16.997004116360927
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,2024,0.24463591490601033,0.2201723234154093,735,51,50,50,25,38.10030831698392,11.984024053736144
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,2018,8.322834026632188,7.49055062396897,1773,148,129,129,30,90.36362162264543,13.627125054492744
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,2020,7.587682229407387,6.828914006466649,943,126,126,126,18,85.14436365548686,15.327770724623416
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,2022,0.5039012648268648,0.45351113834417833,1364,142,142,142,47,89.10390465220888,16.997004116360927
lb45__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,2024,0.24463591490601033,0.2201723234154093,735,51,50,50,25,38.10030831698392,11.984024053736144
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,2018,8.235808773634114,7.412227896270703,1773,129,129,129,30,91.70974841628427,13.318499275168271
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,2020,7.764815439056578,6.98833389515092,943,126,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,2022,0.4256983864472755,0.38312854780254796,1364,142,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,2024,0.24610047315855202,0.22149042584269682,735,50,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,2018,8.235808773634114,7.412227896270703,1773,129,129,129,30,91.70974841628427,13.318499275168271
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,2020,7.764815439056578,6.98833389515092,943,126,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,2022,0.4256983864472755,0.38312854780254796,1364,142,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,2024,0.24610047315855202,0.22149042584269682,735,50,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,2018,8.235808773634114,7.412227896270703,1773,129,129,129,30,91.70974841628427,13.318499275168271
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,2020,7.764815439056578,6.98833389515092,943,126,126,126,18,91.68962280735728,14.647999554116625
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,2022,0.4256983864472755,0.38312854780254796,1364,142,142,142,47,103.77845822286895,15.406793096762772
lb45__hl14__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,2024,0.24610047315855202,0.22149042584269682,735,50,50,50,25,40.29963900374673,11.798895506337043
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,2018,8.313796509313093,7.482416858381784,1773,129,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,2020,7.882185982850425,7.093967384565382,943,126,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,2022,0.39757247120860006,0.3578152240877401,1364,142,142,142,47,100.9634378004686,15.449001864181822
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,2024,0.4030462524219172,0.3627416271797255,735,50,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,2018,8.313796509313093,7.482416858381784,1773,129,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,2020,7.882185982850425,7.093967384565382,943,126,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,2022,0.39757247120860006,0.3578152240877401,1364,142,142,142,47,100.9634378004686,15.449001864181822
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,2024,0.4030462524219172,0.3627416271797255,735,50,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,2018,8.313796509313093,7.482416858381784,1773,129,129,129,30,91.11852012596582,13.533951647336886
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,2020,7.882185982850425,7.093967384565382,943,126,126,126,18,89.68917708470305,14.59563692362049
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,2022,0.39757247120860006,0.3578152240877401,1364,142,142,142,47,100.9634378004686,15.449001864181822
lb45__hl14__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,2024,0.4030462524219172,0.3627416271797255,735,50,50,50,25,39.59229853081402,12.022069314396145
lb45__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,2018,8.296780080051242,7.467102072046118,1773,129,129,129,30,86.60379944338155,13.265043770495899
lb45__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,2020,7.52538257513356,6.772844317620204,943,126,126,126,18,82.98608231798482,15.349564101611763
lb45__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,2022,0.684836955554124,0.6163532599987117,1364,142,142,142,47,84.86455966657613,16.765172241016785
lb45__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,2024,0.2631800801346952,0.23686207212122568,735,50,50,50,25,37.11881113829785,11.780850116224899
lb45__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,2018,8.296780080051242,7.467102072046118,1773,129,129,129,30,86.60379944338155,13.265043770495899
lb45__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,2020,7.52538257513356,6.772844317620204,943,126,126,126,18,82.98608231798482,15.349564101611763
lb45__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,2022,0.684836955554124,0.6163532599987117,1364,142,142,142,47,84.86455966657613,16.765172241016785
