state,district,district_id,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,median_income_tier,education_race_error_group,demographic_error_group,election_system,general_election_party_structure,party_control_override,election_system_notes,state_error_group,region_error_group,district_type_error_group,state_environment_adjustment_dem,incumbent_raw,incumbent_party_raw,incumbent_party,inferred_incumbent_party,incumbent_running,open_seat,dem_candidate,gop_candidate,other_candidate,dem_candidate_italic,gop_candidate_italic,dem_candidate_is_incumbent,gop_candidate_is_incumbent,pres_2024_margin_dem,pres_2020_margin_dem,genballot_adjusted_margin_dem,district_partisan_baseline_dem,district_elasticity,manual_elasticity_override,national_environment_margin_dem,district_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,fundamentals_margin_dem,polling_margin_dem,poll_count,polling_active,model_margin_dem,dem_win_probability,race_notes,elasticity_baseline_margin_dem,district_type_elasticity_base,partisan_baseline_elasticity_adjustment,region_elasticity_adjustment,calculated_district_elasticity,elasticity_notes,district_elasticity_input,national_pres_2024_margin_dem,national_pres_2020_margin_dem,pres_2024_relative_to_national_dem,pres_2020_relative_to_national_dem,imported_national_environment_margin_dem,house_environment_multiplier,house_national_environment_used_dem,generic_house_incumbency_points,use_candidate_war_adjustments,candidate_war_adjustment_dem,war_match_status,dem_war_name,gop_war_name,dem_candidate_war,gop_candidate_war,candidate_war_match_status,candidate_quality_adjustment_dem_before_war,candidate_event_adjustment_dem,candidate_event_count,candidate_event_ids,candidate_event_summary,use_house_poll_spillover_adjustments,poll_spillover_adjustment_dem,poll_spillover_raw_adjustment_dem,poll_spillover_source_count,poll_spillover_notes,fundamentals_notes,national_environment_source_path,latest_poll_end_date,avg_poll_age_days,total_poll_weight,effective_poll_count,largest_pollster_weight_share,only_partisan_or_internal_polls,polling_notes,polling_active_bool,only_partisan_or_internal_polls_bool,poll_quality_count,poll_count_multiplier,bayesian_polling_weight,bayesian_fundamentals_weight,bayesian_model_margin_dem,district_posterior_sd,party_control_fixed,pre_sim_dem_win_probability,raw_simulated_dem_win_probability,simulated_dem_win_probability,avg_simulated_margin_dem,margin_p25_dem,margin_p50_dem,margin_p75_dem
OK,2,OK-2,Great Plains,Rural,Low,High,Low,Low,Unknown,Low College / High White,Low College / High White / Low Black / Low Hispanic / Unknown Income,standard,Unresolved,,,OK,Great Plains,Rural,0.0,"Brecheen, Josh",R,R,R,True,False,"Wade, Brandon","Brecheen, Josh",,True,False,False,True,-55.6,-53.4,-47.6,-55.245999999999995,1.0,,7.38,7.38,-1.5,3.3334848484848485,0.0,-46.03251515151514,,0,False,-46.03251515151514,2.4998750062496874e-05,,-54.94,0.8,-0.2,-0.05,0.55,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Great Plains=-0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,-54.1,-57.92,7.38,1.0,7.38,1.5,1,3.3334848484848485,Both matched,Brandon Wade,Josh Brecheen,2.45,-2.3121212121212125,Both matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-46.03251515151514,5.75,,0.0004654288144343356,0.0,2.4998750062496874e-05,-46.06226277846329,-51.15198800082571,-46.04024263841433,-40.91375724487063
OK,3,OK-3,Great Plains,Rural,Low,High,Low,Medium,Unknown,Low College / High White,Low College / High White / Low Black / Medium Hispanic / Unknown Income,standard,Unresolved,,,OK,Great Plains,Rural,0.0,"Lucas, Frank",R,R,R,True,False,"Byrd, Suzie","Lucas, Frank",,True,False,False,True,-44.8,-42.8,-36.8,-44.50599999999999,1.0,,7.38,7.38,-1.5,0.1959999999999999,0.0,-38.42999999999999,,0,False,-38.42999999999999,2.4998750062496874e-05,,-44.2,0.8,-0.2,-0.05,0.55,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Great Plains=-0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,-43.3,-47.31999999999999,7.38,1.0,7.38,1.5,1,0.1959999999999999,Only R matched,,Frank Lucas,0.0,-0.3733333333333333,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-38.42999999999999,5.75,,0.001650541430704364,0.0,2.4998750062496874e-05,-38.440262865819065,-43.502812293211235,-38.4543551058609,-33.346160552031066
OK,4,OK-4,Great Plains,Rural,Medium,High,Low,Low,Unknown,Medium College / High White,Medium College / High White / Low Black / Low Hispanic / Unknown Income,standard,Unresolved,,,OK,Great Plains,Rural,0.0,"Cole, Tom",R,R,R,True,False,"Jacob, Mitchell","Cole, Tom",,True,False,False,True,-32.9,-30.90000000000001,-24.9,-32.606,1.0,,7.38,7.38,-1.5,-0.0329999999999999,0.0,-26.759000000000004,,0,False,-26.759000000000004,0.00027498625068746564,,-32.3,0.8,-0.2,-0.05,0.55,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Great Plains=-0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,-31.4,-35.42000000000001,7.38,1.0,7.38,1.5,1,-0.0329999999999999,Only R matched,,Tom Cole,0.0,0.0628571428571428,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-26.759000000000004,5.75,,0.01143208653875991,0.00025,0.00027498625068746564,-26.758010273721332,-31.821759767965883,-26.784708680737914,-21.77640835447299
OK,5,OK-5,Great Plains,Mixed,High,High,Medium,Low,Unknown,High College / High White,High College / High White / Medium Black / Low Hispanic / Unknown Income,standard,Unresolved,,,OK,Great Plains,Mixed,0.0,"Bice, Stephanie",R,R,R,True,False,"Nelson, Jena","Bice, Stephanie",,True,False,False,True,-18.2,-18.4,-10.2,-18.566,1.0,,7.38,7.38,-1.5,0.6485670731707318,0.0,-12.037432926829268,-1.5,1,True,-11.207610083841463,0.06767161641917904,,-18.26,0.95,-0.1,-0.05,0.7999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: -0.10. Region adjustment: Great Plains=-0.05. No manual override. Final elasticity: 0.80.,0.7999999999999999,-1.5,4.52,-16.7,-22.92,7.38,1.0,7.38,1.5,1,0.6485670731707318,Only R matched,,Stephanie Bice,0.0,-1.2353658536585368,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-07-10,67.0,0.3038093589429508,1.0,1.0,True,Manual House polling average from 1 poll(s): Unknown,True,True,0.5249999999999999,0.15749999999999997,0.07874999999999999,0.92125,-11.207610083841463,5.636796875,,0.13378083948190356,0.06765,0.06767161641917904,-11.225414200542584,-16.18884807646991,-11.18536128787309,-6.216782608527139
OR,1,OR-1,Pacific,Suburban,High,High,Low,Low,Unknown,High College / High White,High College / High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,OR,Pacific,Suburban,0.0,"Bonamici, Suzanne",D,D,D,True,False,"Bonamici, Suzanne","Kahl, Barbara",,False,True,True,False,37.6,38.8,45.6,37.654,1.0,,7.38,7.38,1.5,0.0393749999999999,0.0,46.573375000000006,,0,False,46.573375000000006,0.9999750012499375,,37.96,1.1,-0.2,-0.05,0.8500000000000001,District type base: Suburban=1.10. Partisan baseline adjustment: -0.20. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.85.,0.8500000000000001,-1.5,4.52,39.1,34.28,7.38,1.0,7.38,1.5,1,0.0393749999999999,Only D matched,Suzanne Bonamici,,0.0749999999999999,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,46.573375000000006,5.75,,0.9995746739825213,1.0,0.9999750012499375,46.54728229245737,41.44745860434939,46.53998803052107,51.603768440774
OR,2,OR-2,Pacific,Rural,Low,Very High,Low,Low,Unknown,Low College / Very High White,Low College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,OR,Pacific,Rural,0.0,"Bentz, Cliff",R,R,R,True,False,"Beck, Chris","Bentz, Cliff",,True,False,False,True,-27.1,-24.300000000000004,-19.1,-26.566,1.0,,7.38,7.38,-1.5,-0.6735365853658536,0.0,-21.359536585365852,,0,False,-21.359536585365852,0.0023248837558122095,,-26.26,0.8,-0.2,-0.05,0.55,District type base: Rural=0.80. Partisan baseline adjustment: -0.20. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,-25.6,-28.820000000000004,7.38,1.0,7.38,1.5,1,-0.6735365853658536,Only R matched,,Cliff Bentz,0.0,1.2829268292682927,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-21.359536585365852,5.75,,0.027654499095950583,0.0023,0.0023248837558122095,-21.34720318692254,-26.399013442635983,-21.397813162002905,-16.260011578259693
OR,3,OR-3,Pacific,Urban,Very High,High,Low,Low,Unknown,Very High College / High White,Very High College / High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,OR,Pacific,Urban,0.0,"Dexter, Maxine",D,D,D,True,False,"Dexter, Maxine","Ayles, Loran",,False,True,True,False,45.6,47.0,53.6,45.714,1.0,,7.38,7.38,1.5,0.0,0.0,54.594,,0,False,54.594,0.9999750012499375,,46.02,0.7,-0.2,-0.05,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,47.1,42.48,7.38,1.0,7.38,1.5,1,0.0,Only D matched,Maxine Dexter,,0.0,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,54.594,5.75,,0.9998882349626698,1.0,0.9999750012499375,54.60240034078876,49.535423345697026,54.633252435017695,59.65401667928319
OR,4,OR-4,Pacific,Mixed,Medium,Very High,Low,Low,Unknown,Medium College / Very High White,Medium College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,OR,Pacific,Mixed,0.0,"Hoyle, Val",D,D,D,True,False,"Hoyle, Val","DeSpain, Monique",,False,True,True,False,12.0,12.700000000000005,20.0,11.904,1.0,,7.38,7.38,1.5,-3.5413636363636356,0.0,17.242636363636365,,0,False,17.242636363636365,0.9891255437228138,,12.21,0.95,0.0,-0.05,0.8999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.90.,0.8999999999999999,-1.5,4.52,13.5,8.180000000000005,7.38,1.0,7.38,1.5,1,-3.5413636363636356,Both matched,Val Hoyle,Monique DeSpain,-1.9090909090909092,3.15,Both matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,17.242636363636365,5.75,,0.9465345958133183,0.98915,0.9891255437228138,17.20399661320243,12.155957760115616,17.15076555565999,22.301677945879483
OR,5,OR-5,Pacific,Mixed,High,Very High,Low,Low,Unknown,High College / Very High White,High College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,OR,Pacific,Mixed,0.0,"Bynum, Janelle",D,D,D,True,False,"Bynum, Janelle","Adair, Patti",,False,True,True,False,8.6,8.799999999999997,16.6,8.354,1.0,,7.38,7.38,1.5,-0.23625,0.0,16.99775,,0,False,16.99775,0.9867756612169392,,8.659999999999998,0.95,0.0,-0.05,0.8999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.90.,0.8999999999999999,-1.5,4.52,10.1,4.279999999999998,7.38,1.0,7.38,1.5,1,-0.23625,Only D matched,Janelle Bynum,,-0.45,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,16.99775,5.75,,0.9444310627356095,0.9868,0.9867756612169392,16.976815418202058,11.955926067149448,16.949265831827006,22.133160704943776
OR,6,OR-6,Pacific,Mixed,Medium,High,Low,Medium,Unknown,Medium College / High White,Medium College / High White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,OR,Pacific,Mixed,0.0,"Salinas, Andrea",D,D,D,True,False,"Salinas, Andrea","Russ, David",,False,True,True,False,11.3,13.099999999999994,19.3,11.533999999999995,1.0,,7.38,7.38,1.5,-1.6044318181818185,0.0,18.80956818181818,,0,False,18.80956818181818,0.9940252987350633,,11.839999999999998,0.95,0.0,-0.05,0.8999999999999999,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Pacific=-0.05. No manual override. Final elasticity: 0.90.,0.8999999999999999,-1.5,4.52,12.8,8.579999999999995,7.38,1.0,7.38,1.5,1,-1.6044318181818185,Only D matched,Andrea Salinas,,-3.0560606060606066,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,18.80956818181818,5.75,,0.9583107193589732,0.99405,0.9940252987350633,18.81059630191655,13.708950753813323,18.809969163979922,23.881350686698113
PA,1,PA-1,Mid-Atlantic,Suburban,High,Very High,Low,Low,Unknown,High College / Very High White,High College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,PA,Mid-Atlantic,Suburban,0.0,"Fitzpatrick, Brian",R,R,R,True,False,"Harvie, Bob","Fitzpatrick, Brian",,True,False,False,True,0.3,4.599999999999994,8.3,1.2839999999999985,1.0,,7.38,7.38,-1.5,-2.8478571428571424,0.0,4.3161428571428555,-2.379882691202738,3,True,2.4325447011851415,0.6331433428328583,,1.5899999999999983,1.1,0.1,0.0,1.2000000000000002,District type base: Suburban=1.10. Partisan baseline adjustment: +0.10. Region adjustment: Mid-Atlantic=+0.00. No manual override. Final elasticity: 1.20.,1.2000000000000002,-1.5,4.52,1.8,0.0799999999999947,7.38,1.0,7.38,1.5,1,-2.8478571428571424,Only R matched,,Brian Fitzpatrick,0.0,5.424489795918367,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-08-23,79.0,1.1625661617400926,2.063009213238591,0.590215458698721,False,"Manual House polling average from 3 poll(s): Global Strategy Group, GSG, GQR",True,False,2.063009213238591,0.5626018426477182,0.2813009213238591,0.7186990786761409,2.4325447011851415,5.345629925596953,,0.5999901620611207,0.63315,0.6331433428328583,2.4912066441935594,-2.534763815067928,2.4605952626022214,7.5730227528387974
PA,2,PA-2,Mid-Atlantic,Urban,Medium,Low,High,Medium,Unknown,Medium College / Low White,Medium College / Low White / High Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,PA,Mid-Atlantic,Urban,0.0,"Boyle, Brendan",D,D,D,True,False,"Boyle, Brendan","Arriaga, Jessica",,False,True,True,False,35.7,42.7,43.7,37.494,1.0,,7.38,7.38,1.5,1.071223404255319,0.0,47.44522340425532,,0,False,47.44522340425532,0.9999750012499375,,37.8,0.7,-0.2,0.0,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Mid-Atlantic=+0.00. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,37.2,38.18000000000001,7.38,1.0,7.38,1.5,1,1.071223404255319,Only D matched,Brendan Boyle,,2.0404255319148934,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,47.44522340425532,5.75,,0.9996321756803455,1.0,0.9999750012499375,47.447792751935985,42.448117427695756,47.45246597123844,52.52600636597584
PA,3,PA-3,Mid-Atlantic,Urban,High,Low,Very High,Low,Unknown,High College / Low White,High College / Low White / Very High Black / Low Hispanic / Unknown Income,standard,uncontested,,,PA,Mid-Atlantic,Urban,0.0,"Evans, Dwight",D,D,D,True,False,"Rabb, Chris",,,False,True,True,False,77.3,80.8,85.3,78.044,1.0,,7.38,7.38,1.5,0.0,0.0,86.92399999999999,,0,False,86.92399999999999,0.9999750012499375,,78.35,0.7,-0.2,0.0,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Mid-Atlantic=+0.00. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,78.8,76.28,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,86.92399999999999,5.75,,0.9999994892235633,1.0,0.9999750012499375,86.96239996692685,81.94426327576207,86.92603343982735,91.96781882503083
PA,4,PA-4,Mid-Atlantic,Suburban,Very High,Very High,Low,Low,Unknown,Very High College / Very High White,Very High College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,PA,Mid-Atlantic,Suburban,0.0,"Dean, Madeline",D,D,D,True,False,"Dean, Madeline","Stutski, Aurora",,False,True,True,False,15.8,18.9,23.8,16.424,1.0,,7.38,7.38,1.5,0.0,0.0,25.304,,0,False,25.304,0.9996750162491875,,16.73,1.1,-0.1,0.0,1.0,District type base: Suburban=1.10. Partisan baseline adjustment: -0.10. Region adjustment: Mid-Atlantic=+0.00. No manual override. Final elasticity: 1.00.,1.0,-1.5,4.52,17.3,14.38,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,25.304,5.75,,0.9854761576389686,0.9997,0.9996750162491875,25.298493862192792,20.184552788411146,25.26446325262765,30.315264467819816
PA,5,PA-5,Mid-Atlantic,Suburban,High,High,Low,Low,Unknown,High College / High White,High College / High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,PA,Mid-Atlantic,Suburban,0.0,"Scanlon, Mary Gay",D,D,D,True,False,"Scanlon, Mary Gay","Mangarano, Nick",,False,True,True,False,28.6,32.300000000000004,36.6,29.404000000000003,1.0,,7.38,7.38,1.5,-0.4097282608695652,0.0,37.87427173913044,,0,False,37.87427173913044,0.9999750012499375,,29.71,1.1,-0.2,0.0,0.9000000000000001,District type base: Suburban=1.10. Partisan baseline adjustment: -0.20. Region adjustment: Mid-Atlantic=+0.00. No manual override. Final elasticity: 0.90.,0.9000000000000001,-1.5,4.52,30.1,27.780000000000005,7.38,1.0,7.38,1.5,1,-0.4097282608695652,Only D matched,Mary Gay Scanlon,,-0.7804347826086957,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,37.87427173913044,5.75,,0.9981895696406274,1.0,0.9999750012499375,37.85768644087594,32.88184933082033,37.864875184791934,42.89723129858363
PA,6,PA-6,Mid-Atlantic,Suburban,Very High,High,Low,Low,Unknown,Very High College / High White,Very High College / High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,PA,Mid-Atlantic,Suburban,0.0,"Houlahan, Chrissy",D,D,D,True,False,"Houlahan, Chrissy","Young, Marty",,False,True,True,False,11.4,14.799999999999995,19.4,12.113999999999995,1.0,,7.38,7.38,1.5,-0.249375,0.0,20.744624999999996,,0,False,20.744624999999996,0.9969751512424379,,12.419999999999998,1.1,0.0,0.0,1.1,District type base: Suburban=1.10. Partisan baseline adjustment: +0.00. Region adjustment: Mid-Atlantic=+0.00. No manual override. Final elasticity: 1.10.,1.1,-1.5,4.52,12.9,10.279999999999996,7.38,1.0,7.38,1.5,1,-0.249375,Only D matched,Chrissy Houlahan,,-0.475,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,20.744624999999996,5.75,,0.9694521703921312,0.997,0.9969751512424379,20.729058816073472,15.65288483676376,20.807240383390884,25.709747103445615
PA,7,PA-7,Mid-Atlantic,Suburban,Medium,High,Low,Medium,Unknown,Medium College / High White,Medium College / High White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,PA,Mid-Atlantic,Suburban,0.0,"Mackenzie, Ryan",R,R,R,True,False,"Brooks, Bob","Mackenzie, Ryan",,True,False,False,True,-3.2,0.6000000000000014,4.8,-2.3659999999999997,1.0,,7.38,7.38,-1.5,-0.0262499999999999,0.0,3.48775,4.0,1,True,3.54153625,0.6806409679516024,,-2.059999999999999,1.1,0.1,0.0,1.2000000000000002,District type base: Suburban=1.10. Partisan baseline adjustment: +0.10. Region adjustment: Mid-Atlantic=+0.00. No manual override. Final elasticity: 1.20.,1.2000000000000002,-1.5,4.52,-1.7000000000000002,-3.919999999999998,7.38,1.0,7.38,1.5,1,-0.0262499999999999,Only R matched,,Ryan Mackenzie,0.0,0.05,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-07-02,75.0,0.343018400439303,1.0,1.0,False,Manual House polling average from 1 poll(s): GBAO,True,False,0.7,0.21,0.105,0.895,3.54153625,5.5990625,,0.6434238913853043,0.68065,0.6806409679516024,3.5325263678581593,-1.5448686048617457,3.5417064676764145,8.661339849187483
