district_id,state,district,dem_candidate,gop_candidate,old_district_partisan_baseline_dem,new_district_partisan_baseline_dem,delta_district_partisan_baseline_dem,old_district_elasticity,new_district_elasticity,delta_district_elasticity,old_house_national_environment_used_dem,new_house_national_environment_used_dem,delta_house_national_environment_used_dem,old_district_environment_adjustment_dem,new_district_environment_adjustment_dem,delta_district_environment_adjustment_dem,old_state_environment_adjustment_dem,new_state_environment_adjustment_dem,delta_state_environment_adjustment_dem,old_incumbency_adjustment_dem,new_incumbency_adjustment_dem,delta_incumbency_adjustment_dem,old_candidate_quality_adjustment_dem_before_war,new_candidate_quality_adjustment_dem_before_war,delta_candidate_quality_adjustment_dem_before_war,old_candidate_war_adjustment_dem,new_candidate_war_adjustment_dem,delta_candidate_war_adjustment_dem,old_candidate_quality_adjustment_dem,new_candidate_quality_adjustment_dem,delta_candidate_quality_adjustment_dem,old_special_adjustment_dem,new_special_adjustment_dem,delta_special_adjustment_dem,old_poll_spillover_adjustment_dem,new_poll_spillover_adjustment_dem,delta_poll_spillover_adjustment_dem,old_fundamentals_margin_dem_before_poll_spillover,new_fundamentals_margin_dem_before_poll_spillover,delta_fundamentals_margin_dem_before_poll_spillover,old_fundamentals_margin_dem,new_fundamentals_margin_dem,delta_fundamentals_margin_dem,old_polling_margin_dem,new_polling_margin_dem,delta_polling_margin_dem,old_bayesian_polling_weight,new_bayesian_polling_weight,delta_bayesian_polling_weight,old_bayesian_model_margin_dem,new_bayesian_model_margin_dem,delta_bayesian_model_margin_dem,old_model_margin_dem,new_model_margin_dem,delta_model_margin_dem,old_pre_sim_dem_win_probability,new_pre_sim_dem_win_probability,delta_pre_sim_dem_win_probability,old_simulated_dem_win_probability,new_simulated_dem_win_probability,delta_simulated_dem_win_probability,old_dem_win_probability,new_dem_win_probability,delta_dem_win_probability,old_avg_simulated_margin_dem,new_avg_simulated_margin_dem,delta_avg_simulated_margin_dem,old_district_posterior_sd,new_district_posterior_sd,delta_district_posterior_sd,old_margin_dem,new_margin_dem,delta_margin_dem,abs_delta_margin,old_dem_probability,new_dem_probability,delta_dem_probability,abs_delta_probability,old_polling_blend_effect_dem,new_polling_blend_effect_dem,delta_polling_blend_effect_dem,primary_cause,snapshot_status
NC-3,NC,3,"Smith, Raymond","Murphy, Greg",-12.315999999999995,-12.315999999999995,0.0,0.8,0.8,0.0,5.4,5.4,0.0,4.32,4.32,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.0302678571428571,-0.0302678571428571,0.0,-0.0302678571428571,-0.0302678571428571,0.0,0.0,0.0,0.0,-0.0078627216508844,-0.0078627216508844,0.0,-9.526267857142852,-9.526267857142852,0.0,-9.534130578793738,-9.534130578793738,0.0,,,,0.0,0.0,0.0,-9.534130578793738,-9.534130578793738,0.0,-9.534130578793738,-9.534130578793738,0.0,0.1695215725223848,0.1695215725223848,0.0,0.12615,0.12615,0.0,0.1695215725223848,0.2207,0.051178427477615196,-9.540029139359712,-9.45960611400037,0.08042302535934098,6.75,6.75,0.0,-9.534130578793738,-9.534130578793738,0.0,0.0,0.12615,0.12615,0.0,0.0,0.0,0.0,0.0,No component change,matched
NC-4,NC,4,"Foushee, Valerie","Ganorkar, Mahesh",45.204,45.204,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0564204545454545,0.0564204545454545,0.0,0.0564204545454545,0.0564204545454545,0.0,0.0,0.0,0.0,-0.007650852498637,-0.007650852498637,0.0,49.73042045454545,49.73042045454545,0.0,49.72276960204682,49.72276960204682,0.0,,,,0.0,0.0,0.0,49.72276960204682,49.72276960204682,0.0,49.72276960204682,49.72276960204682,0.0,0.99974832700995,0.99974832700995,0.0,1.0,1.0,0.0,0.99974832700995,1.0,0.0002516729900500225,49.69047733749542,49.770916552248245,0.0804392147528219,6.75,6.75,0.0,49.72276960204682,49.72276960204682,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
NC-5,NC,5,"Hubbard, Chuck","Foxx, Virginia",-17.386,-17.386,0.0,0.7000000000000001,0.7000000000000001,0.0,5.4,5.4,0.0,3.7800000000000007,3.7800000000000007,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,1.2944250000000002,1.2944250000000002,0.0,1.2944250000000002,1.2944250000000002,0.0,0.0,0.0,0.0,-0.005591056841855,-0.005591056841855,0.0,-13.811574999999998,-13.811574999999998,0.0,-13.817166056841852,-13.817166056841852,0.0,,,,0.0,0.0,0.0,-13.817166056841852,-13.817166056841852,0.0,-13.817166056841852,-13.817166056841852,0.0,0.0908862904679909,0.0908862904679909,0.0,0.0482,0.0482,0.0,0.0908862904679909,0.13485,0.04396370953200909,-13.87069000926026,-13.70636847241807,0.16432153684218953,6.75,6.75,0.0,-13.817166056841852,-13.817166056841852,0.0,0.0,0.0482,0.0482,0.0,0.0,0.0,0.0,0.0,No component change,matched
NC-6,NC,6,"Jefferson, Cyril","McDowell, Addison",-17.095999999999997,-17.095999999999997,0.0,0.7000000000000001,0.7000000000000001,0.0,5.4,5.4,0.0,3.7800000000000007,3.7800000000000007,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056576895304931,-0.0056576895304931,0.0,-14.815999999999995,-14.815999999999995,0.0,-14.821657689530488,-14.821657689530488,0.0,,,,0.0,0.0,0.0,-14.821657689530488,-14.821657689530488,0.0,-14.821657689530488,-14.821657689530488,0.0,0.0779683711221962,0.0779683711221962,0.0,0.0373,0.0373,0.0,0.0779683711221962,0.1186,0.04063162887780379,-14.918507995204566,-14.688563976003318,0.2299440192012483,6.75,6.75,0.0,-14.821657689530488,-14.821657689530488,0.0,0.0,0.0373,0.0373,0.0,0.0,0.0,0.0,0.0,No component change,matched
NC-7,NC,7,"Hardy, Kimberly","Rouzer, Davis",-13.265999999999998,-13.265999999999998,0.0,0.8,0.8,0.0,5.4,5.4,0.0,4.32,4.32,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073910916674877,-0.0073910916674877,0.0,-10.445999999999998,-10.445999999999998,0.0,-10.453391091667486,-10.453391091667486,0.0,,,,0.0,0.0,0.0,-10.453391091667486,-10.453391091667486,0.0,-10.453391091667486,-10.453391091667486,0.0,0.1490296701078581,0.1490296701078581,0.0,0.10545,0.10545,0.0,0.1490296701078581,0.2001,0.051070329892141914,-10.467275424313376,-10.399001439512324,0.06827398480105273,6.75,6.75,0.0,-10.453391091667486,-10.453391091667486,0.0,0.0,0.10545,0.10545,0.0,0.0,0.0,0.0,0.0,No component change,matched
NC-8,NC,8,"Watson, Colby","Harris, Mark",-19.336,-19.336,0.0,0.7000000000000001,0.7000000000000001,0.0,5.4,5.4,0.0,3.7800000000000007,3.7800000000000007,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,0.190125,0.190125,0.0,0.190125,0.190125,0.0,0.0,0.0,0.0,-0.0051430094527372,-0.0051430094527372,0.0,-16.865875,-16.865875,0.0,-16.871018009452737,-16.871018009452737,0.0,,,,0.0,0.0,0.0,-16.871018009452737,-16.871018009452737,0.0,-16.871018009452737,-16.871018009452737,0.0,0.0566879039514011,0.0566879039514011,0.0,0.02225,0.02225,0.0,0.0566879039514011,0.08775,0.031062096048598893,-16.893476879031976,-16.85583472416574,0.03764215486623712,6.75,6.75,0.0,-16.871018009452737,-16.871018009452737,0.0,0.0,0.02225,0.02225,0.0,0.0,0.0,0.0,0.0,No component change,matched
NC-9,NC,9,"Ojeda, Richard","Hudson, Richard",-15.506,-15.506,0.0,0.7000000000000001,0.7000000000000001,0.0,5.4,5.4,0.0,3.7800000000000007,3.7800000000000007,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.0062790378118997,-0.0062790378118997,0.0,-10.226,-10.226,0.0,-10.2322790378119,-10.2322790378119,0.0,,,,0.0,0.0,0.0,-10.2322790378119,-10.2322790378119,0.0,-10.2322790378119,-10.2322790378119,0.0,0.1537639325230904,0.1537639325230904,0.0,0.1101,0.1101,0.0,0.1537639325230904,0.20125,0.047486067476909616,-10.173382556589017,-10.25748774888805,-0.0841051922990328,6.75,6.75,0.0,-10.2322790378119,-10.2322790378119,0.0,0.0,0.1101,0.1101,0.0,0.0,0.0,0.0,0.0,No component change,matched
ND-AL,ND,AL,"Hammer, Trygve","Fedorchak, Julie",-36.056,-36.056,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.4049999999999999,-0.4049999999999999,0.0,-0.4049999999999999,-0.4049999999999999,0.0,0.0,0.0,0.0,0.0060641674729195,0.0060641674729195,0.0,-34.991,-34.991,0.0,-34.98493583252708,-34.98493583252708,0.0,,,,0.0,0.0,0.0,-34.98493583252708,-34.98493583252708,0.0,-34.98493583252708,-34.98493583252708,0.0,0.0029270681183983,0.0029270681183983,0.0,0.0,0.0,0.0,0.0029270681183983,0.0022,-0.0007270681183982998,-34.93052068201754,-34.90149240766045,0.029028274357088435,6.75,6.75,0.0,-34.98493583252708,-34.98493583252708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
NE-1,NE,1,"Backemeyer, Chris","Flood, Mike",-12.776,-12.776,0.0,0.75,0.75,0.0,5.4,5.4,0.0,4.050000000000001,4.050000000000001,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.0572727272727272,-0.0572727272727272,0.0,-0.0572727272727272,-0.0572727272727272,0.0,0.0,0.0,0.0,0.0067222656995786,0.0067222656995786,0.0,-10.283272727272726,-10.283272727272726,0.0,-10.276550461573148,-10.276550461573148,0.0,,,,0.0,0.0,0.0,-10.276550461573148,-10.276550461573148,0.0,-10.276550461573148,-10.276550461573148,0.0,0.152806279479557,0.152806279479557,0.0,0.10455,0.10455,0.0,0.152806279479557,0.20405,0.051243720520443015,-10.273967426695355,-10.2349227744638,0.03904465223155462,6.75,6.75,0.0,-10.276550461573148,-10.276550461573148,0.0,0.0,0.10455,0.10455,0.0,0.0,0.0,0.0,0.0,No component change,matched
NE-2,NE,2,"Powell, Denise","Harding, Brinker",4.834000000000001,4.834000000000001,0.0,1.15,1.15,0.0,5.4,5.4,0.0,6.21,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009211626408359,-0.009211626408359,0.0,11.044,11.044,0.0,11.034788373591642,11.034788373591642,0.0,,,,0.0,0.0,0.0,11.034788373591642,11.034788373591642,0.0,11.034788373591642,11.034788373591642,0.0,0.8628459467246391,0.8628459467246391,0.0,0.9128,0.9128,0.0,0.8628459467246391,0.82035,-0.04249594672463908,11.084804715029028,11.204642989716072,0.11983827468704433,6.75,6.75,0.0,11.034788373591642,11.034788373591642,0.0,0.0,0.9128,0.9128,0.0,0.0,0.0,0.0,0.0,No component change,matched
NE-3,NE,3,"Stille, Becky Kelly","Smith, Adrian",-53.505999999999986,-53.505999999999986,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.2168617021276595,-0.2168617021276595,0.0,-0.2168617021276595,-0.2168617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.252861702127646,-52.252861702127646,0.0,-52.252861702127646,-52.252861702127646,0.0,,,,0.0,0.0,0.0,-52.252861702127646,-52.252861702127646,0.0,-52.252861702127646,-52.252861702127646,0.0,0.0001650973274476,0.0001650973274476,0.0,0.0,0.0,0.0,0.0001650973274476,0.0,-0.0001650973274476,-52.2563144393806,-52.267970060242384,-0.011655620861780847,6.75,6.75,0.0,-52.252861702127646,-52.252861702127646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
NH-1,NH,1,,,2.8939999999999997,2.8939999999999997,0.0,1.0,1.0,0.0,5.4,5.4,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011464908648162,-0.0011464908648162,0.0,8.294,8.294,0.0,8.292853509135185,8.292853509135185,0.0,,,,0.0,0.0,0.0,8.292853509135185,8.292853509135185,0.0,8.292853509135185,8.292853509135185,0.0,0.7993348348684856,0.7993348348684856,0.0,0.8405,0.8405,0.0,0.7993348348684856,0.74905,-0.05028483486848556,8.295127394958554,8.35164934041487,0.05652194545631595,6.75,6.75,0.0,8.292853509135185,8.292853509135185,0.0,0.0,0.8405,0.8405,0.0,0.0,0.0,0.0,0.0,No component change,matched
NH-2,NH,2,,,4.883999999999999,4.883999999999999,0.0,1.0,1.0,0.0,5.4,5.4,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016306656921548,-0.0016306656921548,0.0,10.284,10.284,0.0,10.282369334307845,10.282369334307845,0.0,,,,0.0,0.0,0.0,10.282369334307845,10.282369334307845,0.0,10.282369334307845,10.282369334307845,0.0,0.8473192267539104,0.8473192267539104,0.0,0.8962,0.8962,0.0,0.8473192267539104,0.80415,-0.04316922675391033,10.384608404415316,10.419185680907193,0.03457727649187703,6.75,6.75,0.0,10.282369334307845,10.282369334307845,0.0,0.0,0.8962,0.8962,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-1,NJ,1,"Norcross, Donald","Galdo, Damon",20.104,20.104,0.0,0.85,0.85,0.0,5.4,5.4,0.0,4.59,4.59,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.0924749999999999,-0.0924749999999999,0.0,-0.0924749999999999,-0.0924749999999999,0.0,0.0,0.0,0.0,-0.0183620459967289,-0.0183620459967289,0.0,26.101525,26.101525,0.0,26.08316295400327,26.08316295400327,0.0,,,,0.0,0.0,0.0,26.08316295400327,26.08316295400327,0.0,26.08316295400327,26.08316295400327,0.0,0.9872223006014836,0.9872223006014836,0.0,0.9993,0.9993,0.0,0.9872223006014836,0.98325,-0.00397230060148368,26.011710617488525,26.17452150070712,0.16281088321859372,6.75,6.75,0.0,26.08316295400327,26.08316295400327,0.0,0.0,0.9993,0.9993,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-10,NJ,10,"McIver, LaMonica","Bucco, Carmen",54.03399999999999,54.03399999999999,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.57375,-0.57375,0.0,-0.57375,-0.57375,0.0,0.0,0.0,0.0,-0.0183620459967289,-0.0183620459967289,0.0,57.930249999999994,57.930249999999994,0.0,57.91188795400326,57.91188795400326,0.0,,,,0.0,0.0,0.0,57.91188795400326,57.91188795400326,0.0,57.91188795400326,57.91188795400326,0.0,0.9999357060885952,0.9999357060885952,0.0,1.0,1.0,0.0,0.9999357060885952,1.0,6.429391140483354e-05,57.88064480503806,57.964192325938086,0.08354752090002648,6.75,6.75,0.0,57.91188795400326,57.91188795400326,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-11,NJ,11,"Mejia, Analilia","Hathaway, Joe",10.823999999999998,10.823999999999998,0.0,1.1,1.1,0.0,5.4,5.4,0.0,5.940000000000001,5.940000000000001,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0306034099945482,-0.0306034099945482,0.0,18.264,18.264,0.0,18.23339659000545,18.23339659000545,0.0,,,,0.0,0.0,0.0,18.23339659000545,18.23339659000545,0.0,18.23339659000545,18.23339659000545,0.0,0.9543008566159384,0.9543008566159384,0.0,0.98395,0.98395,0.0,0.9543008566159384,0.9317,-0.02260085661593847,18.16623480975268,18.213423070505023,0.047188260752342615,6.75,6.75,0.0,18.23339659000545,18.23339659000545,0.0,0.0,0.98395,0.98395,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-12,NJ,12,"Hamawy, Adam","Mele, Gregg",26.714,26.714,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0183620459967289,-0.0183620459967289,0.0,29.683999999999997,29.683999999999997,0.0,29.66563795400327,29.66563795400327,0.0,,,,0.0,0.0,0.0,29.66563795400327,29.66563795400327,0.0,29.66563795400327,29.66563795400327,0.0,0.992926301626981,0.992926301626981,0.0,0.9997,0.9997,0.0,0.992926301626981,0.9919,-0.0010263016269810299,29.593892856332108,29.701087573892607,0.1071947175604997,6.75,6.75,0.0,29.66563795400327,29.66563795400327,0.0,0.0,0.9997,0.9997,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-2,NJ,2,"Mullock, Zach","Van Drew, Jeff",-10.626,-10.626,0.0,0.8,0.8,0.0,5.4,5.4,0.0,4.32,4.32,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.1286890243902439,-0.1286890243902439,0.0,-0.1286890243902439,-0.1286890243902439,0.0,0.0,0.0,0.0,-0.0193078999452275,-0.0193078999452275,0.0,-7.934689024390243,-7.934689024390243,0.0,-7.9539969243354705,-7.9539969243354705,0.0,,,,0.0,0.0,0.0,-7.9539969243354705,-7.9539969243354705,0.0,-7.9539969243354705,-7.9539969243354705,0.0,0.2098771377462864,0.2098771377462864,0.0,0.1686,0.1686,0.0,0.2098771377462864,0.256,0.04612286225371359,-7.939944315638749,-8.002526852343808,-0.06258253670505898,6.75,6.75,0.0,-7.9539969243354705,-7.9539969243354705,0.0,0.0,0.1686,0.1686,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-3,NJ,3,"Conaway, Herb","McGuire, Michael",9.804,9.804,0.0,0.95,0.95,0.0,5.4,5.4,0.0,5.13,5.13,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.07875,0.07875,0.0,0.07875,0.07875,0.0,0.0,0.0,0.0,-0.0214621714291766,-0.0214621714291766,0.0,16.51275,16.51275,0.0,16.491287828570822,16.491287828570822,0.0,,,,0.0,0.0,0.0,16.491287828570822,16.491287828570822,0.0,16.491287828570822,16.491287828570822,0.0,0.9398312923039558,0.9398312923039558,0.0,0.97685,0.97685,0.0,0.9398312923039558,0.91035,-0.029481292303955797,16.491076588197426,16.593906421166366,0.10282983296893988,6.75,6.75,0.0,16.491287828570822,16.491287828570822,0.0,0.0,0.97685,0.97685,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-4,NJ,4,"Peace, Rachel","Smith, Chris",-28.126,-28.126,0.0,0.75,0.75,0.0,5.4,5.4,0.0,4.050000000000001,4.050000000000001,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.27315,-0.27315,0.0,-0.27315,-0.27315,0.0,0.0,0.0,0.0,-0.0199841502659287,-0.0199841502659287,0.0,-25.84915,-25.84915,0.0,-25.86913415026593,-25.86913415026593,0.0,,,,0.0,0.0,0.0,-25.86913415026593,-25.86913415026593,0.0,-25.86913415026593,-25.86913415026593,0.0,0.0132355840718962,0.0132355840718962,0.0,0.00095,0.00095,0.0,0.0132355840718962,0.0179,0.0046644159281037986,-25.860058677070786,-25.935319135524235,-0.07526045845344953,6.75,6.75,0.0,-25.86913415026593,-25.86913415026593,0.0,0.0,0.00095,0.00095,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-5,NJ,5,"Gottheimer, Josh","Kirrane, Sean",4.6739999999999995,4.6739999999999995,0.0,1.05,1.05,0.0,5.4,5.4,0.0,5.670000000000001,5.670000000000001,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.2658673469387755,0.2658673469387755,0.0,0.2658673469387755,0.2658673469387755,0.0,0.0,0.0,0.0,-0.0306034099945482,-0.0306034099945482,0.0,12.109867346938776,12.109867346938776,0.0,12.079263936944228,12.079263936944228,0.0,,,,0.0,0.0,0.0,12.079263936944228,12.079263936944228,0.0,12.079263936944228,12.079263936944228,0.0,0.882177149503234,0.882177149503234,0.0,0.92475,0.92475,0.0,0.882177149503234,0.83995,-0.04222714950323403,11.990339985512955,12.133250042398926,0.14291005688597025,6.75,6.75,0.0,12.079263936944228,12.079263936944228,0.0,0.0,0.92475,0.92475,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-6,NJ,6,"Pallone, Frank","Herzig, Hillary",10.084,10.084,0.0,1.1,1.1,0.0,5.4,5.4,0.0,5.940000000000001,5.940000000000001,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.172575,0.172575,0.0,0.172575,0.172575,0.0,0.0,0.0,0.0,-0.0259669933803741,-0.0259669933803741,0.0,17.696575,17.696575,0.0,17.670608006619624,17.670608006619624,0.0,,,,0.0,0.0,0.0,17.670608006619624,17.670608006619624,0.0,17.670608006619624,17.670608006619624,0.0,0.950031452499455,0.950031452499455,0.0,0.98335,0.98335,0.0,0.950031452499455,0.9253,-0.024731452499454964,17.727315259670682,17.77958994816931,0.0522746884986276,6.75,6.75,0.0,17.670608006619624,17.670608006619624,0.0,0.0,0.98335,0.98335,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-7,NJ,7,"Bennett, Rebecca","Kean, Tom",-0.0659999999999993,-0.0659999999999993,0.0,1.2000000000000002,1.2000000000000002,0.0,5.4,5.4,0.0,6.480000000000001,6.480000000000001,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,0.0,-0.1182621951219512,-0.1182621951219512,0.0,-0.1182621951219512,-0.1182621951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79573780487805,4.79573780487805,0.0,4.79573780487805,4.79573780487805,0.0,4.0,4.0,0.0,0.0735,0.0735,0.0,4.737251076219513,4.737251076219513,0.0,4.737251076219513,4.737251076219513,0.0,0.6877329475780223,0.6877329475780223,0.0,0.71745,0.71745,0.0,0.6898225064806398,0.6593,-0.03052250648063981,4.710051275958628,4.729363018749442,0.019311742790813824,6.62596875,6.62596875,0.0,4.737251076219513,4.737251076219513,0.0,0.0,0.71745,0.71745,0.0,0.0,-0.058486728658537324,-0.058486728658537324,0.0,No component change,matched
NJ-8,NJ,8,"Menendez, Rob",,30.074,30.074,0.0,0.55,0.55,0.0,5.4,5.4,0.0,2.9700000000000006,2.9700000000000006,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.035625,0.035625,0.0,0.035625,0.035625,0.0,0.0,0.0,0.0,-0.0183620459967289,-0.0183620459967289,0.0,34.579625,34.579625,0.0,34.56126295400327,34.56126295400327,0.0,,,,0.0,0.0,0.0,34.56126295400327,34.56126295400327,0.0,34.56126295400327,34.56126295400327,0.0,0.996859445770582,0.996859445770582,0.0,1.0,1.0,0.0,0.996859445770582,0.99735,0.0004905542294179055,34.53857922669295,34.66946273641528,0.13088350972232377,6.75,6.75,0.0,34.56126295400327,34.56126295400327,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No component change,matched
NJ-9,NJ,9,"Pou, Nellie","Pino, Rosie",4.6240000000000006,4.6240000000000006,0.0,1.2000000000000002,1.2000000000000002,0.0,5.4,5.4,0.0,6.480000000000001,6.480000000000001,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.135,0.135,0.0,0.135,0.135,0.0,0.0,0.0,0.0,-0.0276379395660764,-0.0276379395660764,0.0,12.739000000000004,12.739000000000004,0.0,12.711362060433926,12.711362060433926,0.0,,,,0.0,0.0,0.0,12.711362060433926,12.711362060433926,0.0,12.711362060433926,12.711362060433926,0.0,0.8926941008190995,0.8926941008190995,0.0,0.9369,0.9369,0.0,0.8926941008190995,0.84865,-0.044044100819099485,12.699490113799724,12.741793352665914,0.042303238866189474,6.75,6.75,0.0,12.711362060433926,12.711362060433926,0.0,0.0,0.9369,0.9369,0.0,0.0,0.0,0.0,0.0,No component change,matched
NM-1,NM,1,"Stansbury, Melanie","Okpareke, Ndidiamaka Ekwua Charlene",13.044,13.044,0.0,0.95,0.95,0.0,5.4,5.4,0.0,5.13,5.13,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,-0.1128409090909091,-0.1128409090909091,0.0,-0.1128409090909091,-0.1128409090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56115909090909,19.56115909090909,0.0,19.56115909090909,19.56115909090909,0.0,,,,0.0,0.0,0.0,19.56115909090909,19.56115909090909,0.0,19.56115909090909,19.56115909090909,0.0,0.9630376678412912,0.9630376678412912,0.0,0.98885,0.98885,0.0,0.9630376678412912,0.94395,-0.019087667841291234,19.494140939691132,19.615580873694277,0.12143993400314557,6.75,6.75,0.0,19.56115909090909,19.56115909090909,0.0,0.0,0.98885,0.98885,0.0,0.0,0.0,0.0,0.0,No component change,matched
NM-2,NM,2,"Vazquez, Gabriel","Cunningham, Gregory",0.1339999999999997,0.1339999999999997,0.0,0.9,0.9,0.0,5.4,5.4,0.0,4.86,4.86,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.494,6.494,0.0,6.494,6.494,0.0,,,,0.0,0.0,0.0,6.494,6.494,0.0,6.494,6.494,0.0,0.7469352909892666,0.7469352909892666,0.0,0.78365,0.78365,0.0,0.7469352909892666,0.7053,-0.04163529098926655,6.514808749847543,6.566120981033688,0.05131223118614514,6.75,6.75,0.0,6.494,6.494,0.0,0.0,0.78365,0.78365,0.0,0.0,0.0,0.0,0.0,No component change,matched
NM-3,NM,3,"Fernandez, Teresa Leger","Zamora, Martin",6.263999999999998,6.263999999999998,0.0,0.95,0.95,0.0,5.4,5.4,0.0,5.13,5.13,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.2252743902439025,0.2252743902439025,0.0,0.2252743902439025,0.2252743902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1192743902439,13.1192743902439,0.0,13.1192743902439,13.1192743902439,0.0,,,,0.0,0.0,0.0,13.1192743902439,13.1192743902439,0.0,13.1192743902439,13.1192743902439,0.0,0.899034790135052,0.899034790135052,0.0,0.94125,0.94125,0.0,0.899034790135052,0.85885,-0.04018479013505205,13.083091136455067,13.281186055939854,0.1980949194847863,6.75,6.75,0.0,13.1192743902439,13.1192743902439,0.0,0.0,0.94125,0.94125,0.0,0.0,0.0,0.0,0.0,No component change,matched
