cycle_from,cycle_to,transition,race_id,state,district,dem_vote_total_from,gop_vote_total_from,actual_winner_from,party_structure_from,district_margin_from,dem_vote_total_to,gop_vote_total_to,actual_winner_to,party_structure_to,district_margin_to,district_swing_dem,national_common_district_margin_from,national_common_district_margin_to,national_swing_dem,raw_swing_ratio,same_boundary_era,eligible_for_elasticity_estimation
2016,2018,2016_to_2018,CA-41,CA,41,128164,69159,D,D_vs_R,29.902748285805508,108227,58021,D,D_vs_R,30.199461046147924,0.296712760342416,-5.268453765173208,3.7907459255154237,9.059199690688633,0.03275264598123253,True,True
2016,2018,2016_to_2018,CA-42,CA,42,104689,149547,R,D_vs_R,-17.64423606412939,100892,131040,R,D_vs_R,-12.998637531690322,4.6455985324390685,-5.268453765173208,3.7907459255154237,9.059199690688633,0.5128045181754829,True,True
2016,2018,2016_to_2018,CA-43,CA,43,167017,52499,D,D_vs_R,52.16840685872556,152272,43780,D,D_vs_R,55.33837961357191,3.1699727548463486,-5.268453765173208,3.7907459255154237,9.059199690688633,0.3499175272739113,True,True
2016,2018,2016_to_2018,CA-45,CA,45,129231,182618,R,D_vs_R,-17.119503349377425,158906,146383,D,D_vs_R,4.102014812194347,21.221518161571773,-5.268453765173208,3.7907459255154237,9.059199690688633,2.3425378494950277,True,True
2016,2018,2016_to_2018,CA-47,CA,47,154759,88109,D,D_vs_R,27.442890788411813,143354,77682,D,D_vs_R,29.710997303606653,2.268106515194841,-5.268453765173208,3.7907459255154237,9.059199690688633,0.2503649983039982,True,True
2016,2018,2016_to_2018,CA-48,CA,48,127715,178701,R,D_vs_R,-16.63947052373244,157837,136899,D,D_vs_R,7.103984582813093,23.743455106545536,-5.268453765173208,3.7907459255154237,9.059199690688633,2.620921926574806,True,True
2016,2018,2016_to_2018,CA-49,CA,49,154267,155888,R,D_vs_R,-0.5226419048540246,166453,128577,D,D_vs_R,12.83801647290106,13.360658377755085,-5.268453765173208,3.7907459255154237,9.059199690688633,1.4748166321455132,True,True
2016,2018,2016_to_2018,CA-50,CA,50,103646,179937,R,D_vs_R,-26.902529418195027,125448,134362,R,D_vs_R,-3.4309687848812596,23.471560633313768,-5.268453765173208,3.7907459255154237,9.059199690688633,2.59090884787965,True,True
2016,2018,2016_to_2018,CA-51,CA,51,145162,54362,D,D_vs_R,45.5083097772699,109527,44301,D,D_vs_R,42.4019034246041,-3.1064063526658003,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.3429007482701452,True,True
2016,2018,2016_to_2018,CA-52,CA,52,181253,139403,D,D_vs_R,13.05136969213113,188992,107015,D,D_vs_R,27.694277500194254,14.642907808063123,-5.268453765173208,3.7907459255154237,9.059199690688633,1.6163577697833091,True,True
2016,2018,2016_to_2018,CA-53,CA,53,198988,97968,D,D_vs_R,34.01850779240022,185667,83127,D,D_vs_R,38.148172950289066,4.129665157888844,-5.268453765173208,3.7907459255154237,9.059199690688633,0.45585319883537406,True,True
2016,2018,2016_to_2018,CO-1,CO,1,257254,105030,D,D_vs_R,42.017864437844345,272886,85207,D,D_vs_R,52.4106866093445,10.392822171500157,-5.268453765173208,3.7907459255154237,9.059199690688633,1.1472119531907734,True,True
2016,2018,2016_to_2018,CO-2,CO,2,260175,170001,D,D_vs_R,20.96211783084133,259608,144901,D,D_vs_R,28.357094650551655,7.394976819710326,-5.268453765173208,3.7907459255154237,9.059199690688633,0.816294713904049,True,True
2016,2018,2016_to_2018,CO-3,CO,3,150914,204220,R,D_vs_R,-15.010108860317514,146426,173205,R,D_vs_R,-8.378098494826848,6.632010365490666,-5.268453765173208,3.7907459255154237,9.059199690688633,0.7320746414616826,True,True
2016,2018,2016_to_2018,CO-4,CO,4,123642,248230,R,D_vs_R,-33.502925737888305,145544,224038,R,D_vs_R,-21.238588459394666,12.264337278493638,-5.268453765173208,3.7907459255154237,9.059199690688633,1.3537991982999733,True,True
2016,2018,2016_to_2018,CO-5,CO,5,111676,225445,R,D_vs_R,-33.74723022297632,126848,184002,R,D_vs_R,-18.386359980698085,15.360870242278235,-5.268453765173208,3.7907459255154237,9.059199690688633,1.695610072274561,True,True
2016,2018,2016_to_2018,CO-6,CO,6,160372,191626,R,D_vs_R,-8.879027721748418,187639,148685,D,D_vs_R,11.582283750193266,20.461311471941684,-5.268453765173208,3.7907459255154237,9.059199690688633,2.258622413740647,True,True
2016,2018,2016_to_2018,CO-7,CO,7,199758,144066,D,D_vs_R,16.1978221415608,204260,119734,D,D_vs_R,26.088754730025865,9.890932588465066,-5.268453765173208,3.7907459255154237,9.059199690688633,1.091810858152439,True,True
2016,2018,2016_to_2018,CT-1,CT,1,187021,105674,D,D_vs_R,27.79241189634261,166155,96024,D,D_vs_R,26.749281979105877,-1.0431299172367332,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.11514592379599482,True,True
2016,2018,2016_to_2018,CT-2,CT,2,186210,111149,D,D_vs_R,25.24255193217626,167659,102483,D,D_vs_R,24.126570470345225,-1.1159814618310335,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.1231876434932855,True,True
2016,2018,2016_to_2018,CT-3,CT,3,192274,95786,D,D_vs_R,33.49579948621815,163211,95667,D,D_vs_R,26.091054473535795,-7.404745012682351,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.81737297614636,True,True
2016,2018,2016_to_2018,CT-4,CT,4,187811,120653,D,D_vs_R,21.771746459878624,168726,103175,D,D_vs_R,24.108407104056255,2.3366606441776305,-5.268453765173208,3.7907459255154237,9.059199690688633,0.2579323476641467,True,True
2016,2018,2016_to_2018,CT-5,CT,5,163499,124900,D,D_vs_R,13.38388829364873,142901,115146,D,D_vs_R,10.755792549419292,-2.6280957442294373,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.2901024189731337,True,True
2016,2018,2016_to_2018,DE-AL,DE,AL,233554,172301,D,D_vs_R,15.092335932783875,227353,125384,D,D_vs_R,28.907939909904545,13.81560397712067,-5.268453765173208,3.7907459255154237,9.059199690688633,1.5250358142917235,True,True
2016,2018,2016_to_2018,FL-1,FL,1,114079,255107,R,D_vs_R,-38.199715048783,106199,216189,R,D_vs_R,-34.117274836532374,4.082440212250624,-5.268453765173208,3.7907459255154237,9.059199690688633,0.4506402719488236,True,True
2016,2018,2016_to_2018,FL-2,FL,2,102801,231163,R,D_vs_R,-38.4358793163335,96233,199335,R,D_vs_R,-34.88266659448925,3.553212721844247,-5.268453765173208,3.7907459255154237,9.059199690688633,0.39222148127459483,True,True
2016,2018,2016_to_2018,FL-3,FL,3,136338,193843,R,D_vs_R,-17.416205051168905,129880,176616,R,D_vs_R,-15.248486114011277,2.1677189371576286,-5.268453765173208,3.7907459255154237,9.059199690688633,0.23928371281910113,True,True
2016,2018,2016_to_2018,FL-4,FL,4,113088,287509,R,D_vs_R,-43.540266152766996,123351,248420,R,D_vs_R,-33.64140828628376,9.898857866483233,-5.268453765173208,3.7907459255154237,9.059199690688633,1.092685690178309,True,True
2016,2018,2016_to_2018,FL-5,FL,5,194549,108325,D,D_vs_R,28.468604105997873,180527,89799,D,D_vs_R,33.562439424990565,5.093835318992692,-5.268453765173208,3.7907459255154237,9.059199690688633,0.5622831478401251,True,True
2016,2018,2016_to_2018,FL-6,FL,6,151051,213519,R,D_vs_R,-17.134706640700003,145758,187891,R,D_vs_R,-12.627941339551445,4.506765301148558,-5.268453765173208,3.7907459255154237,9.059199690688633,0.4974794082286067,True,True
2016,2018,2016_to_2018,FL-7,FL,7,182039,171583,D,D_vs_R,2.9568296090175386,183113,134285,D,D_vs_R,15.383839847762117,12.427010238744579,-5.268453765173208,3.7907459255154237,9.059199690688633,1.3717558573653588,True,True
2016,2018,2016_to_2018,FL-8,FL,8,127127,246483,R,D_vs_R,-31.946682369315596,142415,218112,R,D_vs_R,-20.996208328363757,10.950474040951839,-5.268453765173208,3.7907459255154237,9.059199690688633,1.2087683697056733,True,True
2016,2018,2016_to_2018,FL-9,FL,9,195311,144450,D,D_vs_R,14.969640423709608,172172,124565,D,D_vs_R,16.04349979948574,1.0738593757761326,-5.268453765173208,3.7907459255154237,9.059199690688633,0.11853799589823408,True,True
2016,2018,2016_to_2018,FL-11,FL,11,124713,258016,R,D_vs_R,-34.829605282066424,128053,239395,R,D_vs_R,-30.301430406479284,4.5281748755871405,-5.268453765173208,3.7907459255154237,9.059199690688633,0.4998427046752661,True,True
2016,2018,2016_to_2018,FL-12,FL,12,116110,253559,R,D_vs_R,-37.18164087332181,132844,194564,R,D_vs_R,-18.851097102086694,18.330543771235117,-5.268453765173208,3.7907459255154237,9.059199690688633,2.023417564144866,True,True
2016,2018,2016_to_2018,FL-13,FL,13,184693,171149,D,D_vs_R,3.8061836433023646,182717,134254,D,D_vs_R,15.289411334159908,11.483227690857543,-5.268453765173208,3.7907459255154237,9.059199690688633,1.267576395590486,True,True
2016,2018,2016_to_2018,FL-15,FL,15,135475,182999,R,D_vs_R,-14.92241124864196,134132,151380,R,D_vs_R,-6.041077082574462,8.881334166067498,-5.268453765173208,3.7907459255154237,9.059199690688633,0.9803663093105287,True,True
2016,2018,2016_to_2018,FL-16,FL,16,155262,230654,R,D_vs_R,-19.535857544128774,164463,197483,R,D_vs_R,-9.12290783708067,10.412949707048105,-5.268453765173208,3.7907459255154237,9.059199690688633,1.1494337317402226,True,True
2016,2018,2016_to_2018,FL-17,FL,17,115974,209348,R,D_vs_R,-28.702024455769976,117194,193326,R,D_vs_R,-24.517583408476103,4.184441047293873,-5.268453765173208,3.7907459255154237,9.059199690688633,0.4618996368514528,True,True
2016,2018,2016_to_2018,FL-18,FL,18,161918,201488,R,D_vs_R,-10.888647958481698,156454,185905,R,D_vs_R,-8.602373531877356,2.2862744266043418,-5.268453765173208,3.7907459255154237,9.059199690688633,0.25237046369054605,True,True
2016,2018,2016_to_2018,FL-19,FL,19,123812,239225,R,D_vs_R,-31.790974473676236,128106,211465,R,D_vs_R,-24.5483271539678,7.242647319708436,-5.268453765173208,3.7907459255154237,9.059199690688633,0.7994798179747252,True,True
2016,2018,2016_to_2018,FL-22,FL,22,199113,138737,D,D_vs_R,17.870652656504365,184634,113049,D,D_vs_R,24.04739269625743,6.176740039753064,-5.268453765173208,3.7907459255154237,9.059199690688633,0.6818196143862174,True,True
2016,2018,2016_to_2018,FL-23,FL,23,183225,130818,D,D_vs_R,16.687842110793746,161611,99446,D,D_vs_R,23.812807164718816,7.12496505392507,-5.268453765173208,3.7907459255154237,9.059199690688633,0.7864894579206994,True,True
2016,2018,2016_to_2018,FL-25,FL,25,95319,157921,R,D_vs_R,-24.72042331385247,84173,128672,R,D_vs_R,-20.90676313749442,3.813660176358052,-5.268453765173208,3.7907459255154237,9.059199690688633,0.42097098050260084,True,True
2016,2018,2016_to_2018,FL-26,FL,26,115493,148547,R,D_vs_R,-12.518557794273596,119797,115678,D,D_vs_R,1.7492302792228474,14.267788073496444,-5.268453765173208,3.7907459255154237,9.059199690688633,1.5749501678565914,True,True
2016,2018,2016_to_2018,FL-27,FL,27,129760,157917,R,D_vs_R,-9.787713303461869,130743,115588,D,D_vs_R,6.152291023054346,15.940004326516215,-5.268453765173208,3.7907459255154237,9.059199690688633,1.7595378036428446,True,True
2016,2018,2016_to_2018,GA-2,GA,2,148543,94056,D,D_vs_R,22.459696866021705,136699,92472,D,D_vs_R,19.298689624778003,-3.161007241243702,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.34892786881524396,True,True
2016,2018,2016_to_2018,GA-3,GA,3,95969,207218,R,D_vs_R,-36.6931959483751,101010,191996,R,D_vs_R,-31.05260643126762,5.640589517107479,-5.268453765173208,3.7907459255154237,9.059199690688633,0.622636624613218,True,True
2016,2018,2016_to_2018,GA-4,GA,4,220146,70593,D,D_vs_R,51.43891944321195,227717,61092,D,D_vs_R,57.69383918091195,6.2549197377,-5.268453765173208,3.7907459255154237,9.059199690688633,0.690449482433755,True,True
2016,2018,2016_to_2018,GA-6,GA,6,124917,201088,R,D_vs_R,-23.36497906473827,160139,156875,D,D_vs_R,1.0296075252197063,24.394586589957978,-5.268453765173208,3.7907459255154237,9.059199690688633,2.6927970927753804,True,True
2016,2018,2016_to_2018,GA-7,GA,7,114220,174081,R,D_vs_R,-20.763368840205203,140011,140430,R,D_vs_R,-0.14940754026693673,20.613961299938268,-5.268453765173208,3.7907459255154237,9.059199690688633,2.275472669084227,True,True
2016,2018,2016_to_2018,GA-11,GA,11,105383,217935,R,D_vs_R,-34.811547764120775,118653,191887,R,D_vs_R,-23.58279126682553,11.228756497295244,-5.268453765173208,3.7907459255154237,9.059199690688633,1.2394865860873514,True,True
2016,2018,2016_to_2018,GA-12,GA,12,99420,159492,R,D_vs_R,-23.201705598813497,101503,148986,R,D_vs_R,-18.956121825708912,4.245583773104585,-5.268453765173208,3.7907459255154237,9.059199690688633,0.46864887827435203,True,True
2016,2018,2016_to_2018,HI-1,HI,1,145417,45958,D,D_vs_R,51.97073807968648,134650,42498,D,D_vs_R,52.01978007090117,0.049041991214693326,-5.268453765173208,3.7907459255154237,9.059199690688633,0.005413501511077234,True,True
2016,2018,2016_to_2018,HI-2,HI,2,170848,39668,D,D_vs_R,62.31355336411484,153271,44850,D,D_vs_R,54.72463797376351,-7.588915390351332,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.8377026282080401,True,True
2016,2018,2016_to_2018,IA-1,IA,1,177403,206903,R,D_vs_R,-7.676174714940698,170342,153442,D,D_vs_R,5.219529068761891,12.89570378370259,-5.268453765173208,3.7907459255154237,9.059199690688633,1.4234926068532578,True,True
2016,2018,2016_to_2018,IA-2,IA,2,198571,170933,D,D_vs_R,7.479756646748073,171446,133287,D,D_vs_R,12.522109518824676,5.042352872076603,-5.268453765173208,3.7907459255154237,9.059199690688633,0.5566002565612184,True,True
2016,2018,2016_to_2018,IA-3,IA,3,155002,208598,R,D_vs_R,-14.74037403740374,175642,167933,D,D_vs_R,2.2437604598704795,16.98413449727422,-5.268453765173208,3.7907459255154237,9.059199690688633,1.8747941404505208,True,True
2016,2018,2016_to_2018,IA-4,IA,4,142993,226719,R,D_vs_R,-22.6462760202536,147246,157676,R,D_vs_R,-3.420546893959767,19.225729126293835,-5.268453765173208,3.7907459255154237,9.059199690688633,2.1222326234904307,True,True
2016,2018,2016_to_2018,ID-1,ID,1,113052,242252,R,D_vs_R,-36.363226983090534,96922,197719,R,D_vs_R,-34.21010653642908,2.153120446661454,-5.268453765173208,3.7907459255154237,9.059199690688633,0.23767225805547787,True,True
2016,2018,2016_to_2018,ID-2,ID,2,95940,205292,R,D_vs_R,-36.30158814468582,110381,170274,R,D_vs_R,-21.34043576633233,14.961152378353493,-5.268453765173208,3.7907459255154237,9.059199690688633,1.6514872051811702,True,True
2016,2018,2016_to_2018,IL-1,IL,1,234037,81817,D,D_vs_R,48.19315253249919,189560,50960,D,D_vs_R,57.625145518044235,9.431992985545044,-5.268453765173208,3.7907459255154237,9.059199690688633,1.0411507978171164,True,True
2016,2018,2016_to_2018,IL-2,IL,2,235051,59471,D,D_vs_R,59.61524096671896,190684,44567,D,D_vs_R,62.11110686033216,2.4958658936131997,-5.268453765173208,3.7907459255154237,9.059199690688633,0.27550622337848885,True,True
2016,2018,2016_to_2018,IL-5,IL,5,212842,86222,D,D_vs_R,42.33876360912714,213992,65134,D,D_vs_R,53.33003733081117,10.991273721684031,-5.268453765173208,3.7907459255154237,9.059199690688633,1.213272043553831,True,True
2016,2018,2016_to_2018,IL-6,IL,6,143591,208555,R,D_vs_R,-18.448030078433376,169001,146445,D,D_vs_R,7.150510705477324,25.5985407839107,-5.268453765173208,3.7907459255154237,9.059199690688633,2.8256956086553418,True,True
2016,2018,2016_to_2018,IL-7,IL,7,250584,46882,D,D_vs_R,68.47908668553717,215746,30497,D,D_vs_R,75.2301588268499,6.751072141312733,-5.268453765173208,3.7907459255154237,9.059199690688633,0.7452172787682034,True,True
2016,2018,2016_to_2018,IL-8,IL,8,144954,103617,D,D_vs_R,16.629856258372858,130054,67073,D,D_vs_R,31.949453905350357,15.319597646977499,-5.268453765173208,3.7907459255154237,9.059199690688633,1.6910541957391143,True,True
2016,2018,2016_to_2018,IL-9,IL,9,217306,109550,D,D_vs_R,32.967422963017356,213368,76983,D,D_vs_R,46.97245747388506,14.005034510867702,-5.268453765173208,3.7907459255154237,9.059199690688633,1.5459461088226782,True,True
2016,2018,2016_to_2018,IL-10,IL,10,150435,135535,D,D_vs_R,5.210336748609994,156540,82124,D,D_vs_R,31.180236650688833,25.96989990207884,-5.268453765173208,3.7907459255154237,9.059199690688633,2.8666880948403892,True,True
2016,2018,2016_to_2018,IL-11,IL,11,166578,108995,D,D_vs_R,20.895733616863772,145407,82358,D,D_vs_R,27.681601650824316,6.7858680339605435,-5.268453765173208,3.7907459255154237,9.059199690688633,0.7490582243081914,True,True
2016,2018,2016_to_2018,IL-12,IL,12,124246,169976,R,D_vs_R,-15.542685455200495,118724,134884,R,D_vs_R,-6.372038736948361,9.170646718252133,-5.268453765173208,3.7907459255154237,9.059199690688633,1.0123020831164644,True,True
2016,2018,2016_to_2018,IL-13,IL,13,126811,187583,R,D_vs_R,-19.32988543038353,134458,136516,R,D_vs_R,-0.7594824595717671,18.570402970811763,-5.268453765173208,3.7907459255154237,9.059199690688633,2.04989442830133,True,True
2016,2018,2016_to_2018,IL-14,IL,14,137589,200508,R,D_vs_R,-18.609748090045166,156035,141164,D,D_vs_R,5.003718047503525,23.61346613754869,-5.268453765173208,3.7907459255154237,9.059199690688633,2.606573090757614,True,True
2016,2018,2016_to_2018,IL-17,IL,17,173125,113943,D,D_vs_R,20.61602129112266,142659,87090,D,D_vs_R,24.186829975320894,3.5708086841982336,-5.268453765173208,3.7907459255154237,9.059199690688633,0.39416381204936213,True,True
2016,2018,2016_to_2018,IL-18,IL,18,96770,250506,R,D_vs_R,-44.26911159999539,95486,195927,R,D_vs_R,-34.46689063288186,9.802220967113534,-5.268453765173208,3.7907459255154237,9.059199690688633,1.0820184234583774,True,True
2016,2018,2016_to_2018,IN-2,IN,2,102401,164355,R,D_vs_R,-23.22496963517222,103363,125499,R,D_vs_R,-9.672204210397533,13.552765424774686,-5.268453765173208,3.7907459255154237,9.059199690688633,1.4960223736656009,True,True
2016,2018,2016_to_2018,IN-3,IN,3,66023,201396,R,D_vs_R,-50.62205752022108,86610,158927,R,D_vs_R,-29.452587593723145,21.169469926497932,-5.268453765173208,3.7907459255154237,9.059199690688633,2.3367925036752046,True,True
2016,2018,2016_to_2018,IN-4,IN,4,91256,193412,R,D_vs_R,-35.88601458541178,87824,156539,R,D_vs_R,-28.120050907870667,7.765963677541112,-5.268453765173208,3.7907459255154237,9.059199690688633,0.8572461081218075,True,True
2016,2018,2016_to_2018,IN-5,IN,5,123849,221957,R,D_vs_R,-28.37082063353441,137142,180035,R,D_vs_R,-13.52336392613588,14.84745670739853,-5.268453765173208,3.7907459255154237,9.059199690688633,1.6389369055038354,True,True
2016,2018,2016_to_2018,IN-6,IN,6,79135,204920,R,D_vs_R,-44.28191723433842,79430,154260,R,D_vs_R,-32.02105353245753,12.260863701880893,-5.268453765173208,3.7907459255154237,9.059199690688633,1.3534157674527303,True,True
2016,2018,2016_to_2018,IN-7,IN,7,158739,94456,D,D_vs_R,25.3887320049764,141139,76457,D,D_vs_R,29.725730252394346,4.336998247417945,-5.268453765173208,3.7907459255154237,9.059199690688633,0.4787396674648497,True,True
2016,2018,2016_to_2018,IN-8,IN,8,93356,187702,R,D_vs_R,-33.568160308548414,86895,157396,R,D_vs_R,-28.859434035637825,4.708726272910589,-5.268453765173208,3.7907459255154237,9.059199690688633,0.519772875494773,True,True
2016,2018,2016_to_2018,IN-9,IN,9,130627,174791,R,D_vs_R,-14.46018243849413,118090,153271,R,D_vs_R,-12.964648567775031,1.4955338707190986,-5.268453765173208,3.7907459255154237,9.059199690688633,0.16508454629345035,True,True
2016,2018,2016_to_2018,KS-2,KS,2,96840,181228,R,D_vs_R,-30.347972438396365,123859,126098,R,D_vs_R,-0.8957540696999884,29.452218368696375,-5.268453765173208,3.7907459255154237,9.059199690688633,3.251083911856851,True,True
2016,2018,2016_to_2018,KS-3,KS,3,139300,176022,R,D_vs_R,-11.645873107490122,170518,139762,D,D_vs_R,9.912337243779811,21.558210351269935,-5.268453765173208,3.7907459255154237,9.059199690688633,2.3797036258543045,True,True
2016,2018,2016_to_2018,KS-4,KS,4,81495,166998,R,D_vs_R,-34.40861513201579,98445,144248,R,D_vs_R,-18.87281462588538,15.53580050613041,-5.268453765173208,3.7907459255154237,9.059199690688633,1.7149197541255943,True,True
2016,2018,2016_to_2018,KY-1,KY,1,81710,216959,R,D_vs_R,-45.283909612313295,78849,172167,R,D_vs_R,-37.176116263505115,8.10779334880818,-5.268453765173208,3.7907459255154237,9.059199690688633,0.8949789855213874,True,True
2016,2018,2016_to_2018,KY-3,KY,3,212401,122093,D,D_vs_R,26.998391600447242,173002,101930,D,D_vs_R,25.850755823258115,-1.1476357771891266,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.12668180594017675,True,True
2016,2018,2016_to_2018,KY-4,KY,4,94065,233922,R,D_vs_R,-42.641019308692115,90536,162946,R,D_vs_R,-28.566130928428844,14.074888380263271,-5.268453765173208,3.7907459255154237,9.059199690688633,1.553656930063032,True,True
2016,2018,2016_to_2018,KY-6,KY,6,128728,202099,R,D_vs_R,-22.178056809147982,144736,154468,R,D_vs_R,-3.252630312428978,18.925426496719005,-5.268453765173208,3.7907459255154237,9.059199690688633,2.0890837096980244,True,True
2016,2018,2016_to_2018,LA-1,LA,1,41840,243645,R,D_vs_R,-70.68847750319631,44273,192555,R,D_vs_R,-62.61168442920601,8.076793073990302,-5.268453765173208,3.7907459255154237,9.059199690688633,0.8915570193570097,True,True
2016,2018,2016_to_2018,LA-3,LA,3,28385,77671,R,D_vs_R,-46.47167534132911,43729,136876,R,D_vs_R,-51.57498408128236,-5.103308739953249,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.5633288716660713,True,True
2016,2018,2016_to_2018,LA-4,LA,4,46579,87370,R,D_vs_R,-30.45263495808106,72934,139326,R,D_vs_R,-31.278620559690946,-0.8259856016098865,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.09117644271147526,True,True
2016,2018,2016_to_2018,LA-6,LA,6,49380,207483,R,D_vs_R,-61.55148853669076,55089,186553,R,D_vs_R,-54.404449557610015,7.147038979080747,-5.268453765173208,3.7907459255154237,9.059199690688633,0.7889260887390227,True,True
2016,2018,2016_to_2018,MA-3,MA,3,236713,107519,D,D_vs_R,37.53108368774547,173175,93445,D,D_vs_R,29.903983197059485,-7.6271004906859865,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.8419176915291304,True,True
2016,2018,2016_to_2018,MA-9,MA,9,211790,127803,D,D_vs_R,24.731664080237223,192347,131463,D,D_vs_R,18.80238411414101,-5.929279966096214,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.6545037275412461,True,True
2016,2018,2016_to_2018,MD-1,MD,1,103622,242574,R,D_vs_R,-40.136801118441575,116631,183662,R,D_vs_R,-22.32186564455382,17.814935473887754,-5.268453765173208,3.7907459255154237,9.059199690688633,1.966502128460484,True,True
2016,2018,2016_to_2018,MD-2,MD,2,192183,102577,D,D_vs_R,30.399647170579456,167201,77782,D,D_vs_R,36.500083679275704,6.100436508696248,-5.268453765173208,3.7907459255154237,9.059199690688633,0.6733968470709938,True,True
2016,2018,2016_to_2018,MD-3,MD,3,214640,115048,D,D_vs_R,30.20795418698891,202407,82774,D,D_vs_R,41.9498493938937,11.74189520690479,-5.268453765173208,3.7907459255154237,9.059199690688633,1.296129416263285,True,True
2016,2018,2016_to_2018,MD-4,MD,4,237501,68670,D,D_vs_R,55.14271436550163,209642,53327,D,D_vs_R,59.44236773155771,4.299653366056077,-5.268453765173208,3.7907459255154237,9.059199690688633,0.4746173517375286,True,True
2016,2018,2016_to_2018,MD-5,MD,5,242989,105931,D,D_vs_R,39.280637395391494,213796,82361,D,D_vs_R,44.38017673058547,5.099539335193974,-5.268453765173208,3.7907459255154237,9.059199690688633,0.5629127858209663,True,True
2016,2018,2016_to_2018,MD-6,MD,6,185770,133081,D,D_vs_R,16.524646308150203,163346,105209,D,D_vs_R,21.648079536780177,5.123433228629974,-5.268453765173208,3.7907459255154237,9.059199690688633,0.565550313886559,True,True
2016,2018,2016_to_2018,MD-7,MD,7,238838,69556,D,D_vs_R,54.891470002658934,202345,56266,D,D_vs_R,56.48599634199628,1.5945263393373423,-5.268453765173208,3.7907459255154237,9.059199690688633,0.17601183258784472,True,True
2016,2018,2016_to_2018,MD-8,MD,8,220657,124651,D,D_vs_R,27.803004853637912,217679,96525,D,D_vs_R,38.55902534659011,10.7560204929522,-5.268453765173208,3.7907459255154237,9.059199690688633,1.1873036096121845,True,True
2016,2018,2016_to_2018,ME-1,ME,1,227546,164569,D,D_vs_R,16.060849495683666,201195,111188,D,D_vs_R,28.813027597532518,12.752178101848852,-5.268453765173208,3.7907459255154237,9.059199690688633,1.4076495206255353,True,True
2016,2018,2016_to_2018,ME-2,ME,2,159081,192878,R,D_vs_R,-9.602538932091521,139231,136326,D,D_vs_R,1.0542283447707734,10.656767276862295,-5.268453765173208,3.7907459255154237,9.059199690688633,1.1763475407011614,True,True
2016,2018,2016_to_2018,MI-1,MI,1,144334,197777,R,D_vs_R,-15.621538038823656,145246,187251,R,D_vs_R,-12.633196690496456,2.9883413483272,-5.268453765173208,3.7907459255154237,9.059199690688633,0.3298681396104695,True,True
2016,2018,2016_to_2018,MI-2,MI,2,110391,212508,R,D_vs_R,-31.625059229046855,131254,168970,R,D_vs_R,-12.562619910466852,19.062439318580005,-5.268453765173208,3.7907459255154237,9.059199690688633,2.1042078737013665,True,True
2016,2018,2016_to_2018,MI-3,MI,3,128400,203545,R,D_vs_R,-22.63778638027384,134185,169107,R,D_vs_R,-11.51431623649816,11.12347014377568,-5.268453765173208,3.7907459255154237,9.059199690688633,1.2278645491398956,True,True
2016,2018,2016_to_2018,MI-4,MI,4,101277,194572,R,D_vs_R,-31.534668023214547,106540,178510,R,D_vs_R,-25.248202069812315,6.286465953402232,-5.268453765173208,3.7907459255154237,9.059199690688633,0.6939317122972446,True,True
2016,2018,2016_to_2018,MI-5,MI,5,195279,112102,D,D_vs_R,27.059902856715283,164502,99265,D,D_vs_R,24.73281343003484,-2.327089426680441,-5.268453765173208,3.7907459255154237,9.059199690688633,-0.2568758285648904,True,True
2016,2018,2016_to_2018,MI-6,MI,6,119980,193259,R,D_vs_R,-23.39395796819681,134082,147436,R,D_vs_R,-4.743568794890558,18.65038917330625,-5.268453765173208,3.7907459255154237,9.059199690688633,2.0587237074016356,True,True
2016,2018,2016_to_2018,MI-7,MI,7,134010,184321,R,D_vs_R,-15.804618463171982,136330,158730,R,D_vs_R,-7.591676269233377,8.212942193938606,-5.268453765173208,3.7907459255154237,9.059199690688633,0.9065858436016329,True,True
2016,2018,2016_to_2018,MI-8,MI,8,143791,205629,R,D_vs_R,-17.69732699902696,172880,159782,D,D_vs_R,3.937329782181313,21.63465678120827,-5.268453765173208,3.7907459255154237,9.059199690688633,2.3881421670663845,True,True
2016,2018,2016_to_2018,MI-9,MI,9,199661,128937,D,D_vs_R,21.52295510015277,181734,112123,D,D_vs_R,23.68873295514485,2.165777854992079,-5.268453765173208,3.7907459255154237,9.059199690688633,0.23906944641237377,True,True
2016,2018,2016_to_2018,MI-10,MI,10,110112,215132,R,D_vs_R,-32.28960411260469,106061,182808,R,D_vs_R,-26.568098342155096,5.721505770449596,-5.268453765173208,3.7907459255154237,9.059199690688633,0.631568567401198,True,True
