race_id,state,district,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,pres_2020_margin_dem,characteristics_elasticity_raw_prediction,characteristics_elasticity,characteristics_elasticity_model_alpha,characteristics_elasticity_prediction_mean_before_normalization,characteristics_model_training_match,characteristics_elasticity_method,characteristics_elasticity_limitations
MA-1,MA,1,Northeast,Mixed,Medium,High,Low,Medium,21.6,0.8826545376163699,0.9507283703368354,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MA-2,MA,2,Northeast,Mixed,High,High,Low,Low,30.700000000000003,0.8454511911515171,0.9106557536468171,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MA-3,MA,3,Northeast,Mixed,High,High,Low,Medium,27.299999999999997,0.8053131945151811,0.8674221548781504,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MA-4,MA,4,Northeast,Mixed,High,Very High,Low,Low,28.299999999999997,0.6872276511878568,0.7402293842262175,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MA-5,MA,5,Northeast,Mixed,Very High,High,Low,Low,50.900000000000006,0.9065435046065731,0.9764597495885191,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MA-6,MA,6,Northeast,Suburban,Very High,Very High,Low,Low,27.4,0.8666353878578965,0.9334737599598427,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MA-7,MA,7,Northeast,Urban,High,Low,Medium,Medium,72.2,0.3742840723940467,0.40315035047708186,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MA-8,MA,8,Northeast,Suburban,Very High,High,Medium,Low,35.3,0.9559372680534666,1.029662956761152,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MA-9,MA,9,Northeast,Suburban,High,Very High,Low,Low,18.1,0.7603658679657419,0.8190083115224627,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-1,MI,1,Midwest,Rural,Medium,Very High,Low,Low,-19.800000000000004,1.132278760743723,1.2196046075693188,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-2,MI,2,Midwest,Rural,Low,Very High,Low,Low,-28.200000000000003,1.0946890983999076,1.1791158807814208,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-3,MI,3,Midwest,Suburban,High,High,Medium,Low,8.5,1.2146639584869683,1.3083436798249655,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-4,MI,4,Midwest,Mixed,Medium,Very High,Low,Low,-4.0,1.1672819549429219,1.2573073874898273,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-5,MI,5,Midwest,Mixed,Low,Very High,Low,Low,-24.1,1.1781852573068177,1.2690515959495834,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-6,MI,6,Midwest,Mixed,Very High,High,Medium,Low,26.700000000000003,1.2531833687909832,1.3498338604380618,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-7,MI,7,Midwest,Suburban,High,Very High,Low,Low,0.8999999999999986,1.1241186689399183,1.2108151769916649,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-8,MI,8,Midwest,Suburban,Low,Very High,Medium,Low,2.0999999999999943,1.0543306511141952,1.1356448293314512,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-9,MI,9,Midwest,Rural,Medium,Very High,Low,Low,-29.4,1.1720678599910759,1.2624624005930352,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-10,MI,10,Midwest,Mixed,Medium,High,Medium,Low,-1.0,1.276892854545995,1.3753719161469917,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-11,MI,11,Midwest,Mixed,Medium,High,Medium,Low,19.9,1.190268669726237,1.2820669292516091,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-12,MI,12,Midwest,Urban,Medium,Medium,Very High,Low,48.5,0.8158921297089776,0.8788169796800013,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MI-13,MI,13,Midwest,Urban,Low,Low,Very High,Low,49.6,0.7571579796789678,0.8155530181170229,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MN-1,MN,1,Midwest,Rural,Medium,Very High,Low,Low,-9.199999999999996,1.0883449636581042,1.172282461105632,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MN-2,MN,2,Midwest,Suburban,High,Very High,Low,Low,7.199999999999996,1.098007072558843,1.182689750319851,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MN-3,MN,3,Midwest,Suburban,Very High,High,Low,Low,20.9,1.354210736738126,1.4586528612978897,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MN-4,MN,4,Midwest,Urban,High,High,Medium,Low,37.49999999999999,0.8094892290676529,0.8719202618445108,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MN-5,MN,5,Midwest,Urban,Very High,High,Medium,Low,62.9,0.8490291137637259,0.9145096198983664,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MN-6,MN,6,Midwest,Exurban,Medium,Very High,Low,Low,-17.6,1.5197459032744527,1.6369547590477436,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MN-7,MN,7,Midwest,Rural,Low,Very High,Low,Low,-33.199999999999996,1.115412587591237,1.201437647981273,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MN-8,MN,8,Midwest,Rural,Medium,Very High,Low,Low,-11.200000000000005,1.0966343593346362,1.181211167985573,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MS-1,MS,1,Deep South,Rural,Low,High,High,Low,-31.699999999999996,0.5972676930308036,0.6433313558705325,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MS-2,MS,2,Deep South,Rural,Low,Low,Very High,Low,26.1,0.41871801341662673,0.45101121396974925,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MS-3,MS,3,Deep South,Rural,Medium,High,High,Low,-24.299999999999997,0.6390020532128851,0.688284436098401,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MS-4,MS,4,Deep South,Rural,Low,High,High,Low,-37.900000000000006,0.6229648196280524,0.6710103471983493,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MO-1,MO,1,Midwest,Urban,Medium,Low,High,Low,58.8,0.7857278540712412,0.8463263149892583,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MO-2,MO,2,Midwest,Rural,High,Very High,Low,Low,-11.1,1.0425033241277364,1.1229053317907225,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MO-3,MO,3,Midwest,Rural,High,Very High,Low,Low,-18.40000000000001,1.0727596183470778,1.1554951119025068,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MO-4,MO,4,Midwest,Rural,Medium,Very High,Low,Low,-18.799999999999997,1.128134062905457,1.2151402541293483,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MO-5,MO,5,Midwest,Rural,Low,High,Medium,Low,-14.200000000000005,1.1587083217820553,1.2480725215989101,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MO-6,MO,6,Midwest,Rural,Medium,Very High,Low,Low,-24.799999999999997,1.1530022499350527,1.2419263747691711,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MO-7,MO,7,Midwest,Rural,Medium,Very High,Low,Low,-41.4,1.221804234050267,1.3160346418726805,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MO-8,MO,8,Midwest,Rural,Low,Very High,Low,Low,-51.3,1.1904316184638504,1.282242445244738,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MT-1,MT,1,Mountain West,Rural,High,Very High,Low,Low,-7.200000000000003,0.6544436427662863,0.7049169425274294,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
MT-2,MT,2,Mountain West,Rural,Medium,Very High,Low,Low,-26.90000000000001,0.7898107556031981,0.8507241061457008,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NE-1,NE,1,Great Plains,Rural,Medium,Very High,Low,Low,-11.0,1.0183973640033874,1.0969402240303088,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NE-2,NE,2,Great Plains,Suburban,High,High,Medium,Low,6.400000000000006,1.1459597681837312,1.2343407487816334,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NE-3,NE,3,Great Plains,Rural,Low,Very High,Low,Low,-51.8,1.1150959116193881,1.2010965486974536,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NV-1,NV,1,Mountain West,Mixed,Low,Low,Medium,High,8.5,0.9627353397574464,1.0369853228252426,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NV-2,NV,2,Mountain West,Rural,Medium,High,Medium,Medium,-11.0,0.7917250838062007,0.8527860749626803,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NV-3,NV,3,Mountain West,Mixed,Medium,Medium,Medium,Medium,6.699999999999996,0.8559330360920263,0.9219460002084282,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NV-4,NV,4,Mountain West,Mixed,Low,Low,Medium,High,8.200000000000003,0.9639787491089262,1.0383246288572339,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NH-1,NH,1,Northeast,Mixed,High,Very High,Low,Low,6.0,0.7796544129811871,0.8397844659375587,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NH-2,NH,2,Northeast,Mixed,High,Very High,Low,Low,8.899999999999999,0.7676347892502158,0.8268378409616443,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-1,NJ,1,Mid-Atlantic,Mixed,Medium,High,Medium,Low,24.4,1.2212507126144005,1.3154384306595268,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-2,NJ,2,Mid-Atlantic,Rural,Medium,High,Medium,Low,-5.0,1.2426154090156185,1.3384508575226168,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-3,NJ,3,Mid-Atlantic,Mixed,High,High,Medium,Low,14.1,1.2102245349254666,1.303561870240369,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-4,NJ,4,Mid-Atlantic,Mixed,High,Very High,Low,Low,-22.5,1.2398754826881286,1.335499617166212,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-5,NJ,5,Mid-Atlantic,Mixed,Very High,High,Low,Low,12.4,1.4082115526961738,1.5168184352168765,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-6,NJ,6,Mid-Atlantic,Suburban,High,Low,Medium,Medium,19.700000000000003,1.2189563823289742,1.3129671524863376,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-7,NJ,7,Mid-Atlantic,Suburban,Very High,High,Low,Low,3.6000000000000014,1.4755471925004868,1.5893472676971634,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-8,NJ,8,Mid-Atlantic,Urban,High,Low,Medium,High,44.8,0.998383716661112,1.0753830445095396,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-9,NJ,9,Mid-Atlantic,Suburban,Medium,Low,Medium,High,19.0,1.4440119784210494,1.5553799323329422,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-10,NJ,10,Mid-Atlantic,Urban,Medium,Low,Very High,Medium,62.60000000000001,0.7710852458406802,0.8305544105042755,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-11,NJ,11,Mid-Atlantic,Suburban,Very High,High,Low,Medium,16.799999999999997,1.3666072117489363,1.472005401824987,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NJ-12,NJ,12,Mid-Atlantic,Urban,Very High,Low,Medium,Medium,34.3,1.0182805115687157,1.0968143594705624,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NM-1,NM,1,Southwest,Mixed,High,Medium,Low,High,14.4,0.7094546134287432,0.7641705783041217,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NM-2,NM,2,Southwest,Rural,Low,Low,Low,Very High,5.899999999999999,0.8734996515626736,0.9408674230154123,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NM-3,NM,3,Southwest,Mixed,Low,Low,Low,High,10.699999999999996,0.7243315784454828,0.7801949141038549,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-1,NY,1,Mid-Atlantic,Exurban,High,High,Low,Low,-1.8000000000000045,1.6183471099426368,1.7431604834096703,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-2,NY,2,Mid-Atlantic,Exurban,High,Medium,Medium,Medium,-2.3999999999999986,1.5575578216808608,1.6776828831708173,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-3,NY,3,Mid-Atlantic,Suburban,Very High,Medium,Low,Low,11.299999999999995,1.4807127031251714,1.5949111630705743,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-4,NY,4,Mid-Atlantic,Suburban,High,Medium,Medium,Medium,14.5,1.222278669310625,1.3165456674695448,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-5,NY,5,Mid-Atlantic,Urban,Medium,Low,Very High,Medium,62.4,0.7719141854083335,0.8314472811922696,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-6,NY,6,Mid-Atlantic,Urban,High,Low,Low,Medium,29.299999999999997,0.9403146126296456,1.0128354199407625,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-7,NY,7,Mid-Atlantic,Urban,High,Low,Medium,High,60.10000000000001,0.9349698397356433,1.0070784368779917,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-8,NY,8,Mid-Atlantic,Urban,Medium,Low,Very High,Medium,55.400000000000006,0.8009270702761949,0.8626977552720628,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-9,NY,9,Mid-Atlantic,Urban,Medium,Low,Very High,Low,52.099999999999994,0.8688345424289126,0.9358425220885314,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-10,NY,10,Mid-Atlantic,Urban,Very High,Medium,Low,Medium,70.4,0.8965525994876113,0.9656983060824428,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-11,NY,11,Mid-Atlantic,Suburban,High,Medium,Low,Medium,-7.600000000000001,1.3600023131939296,1.4648911071923447,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-12,NY,12,Mid-Atlantic,Urban,Very High,High,Low,Low,71.1,0.9108015963079333,0.9810462422778464,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-13,NY,13,Mid-Atlantic,Urban,Medium,Low,High,Very High,76.9,1.1043127227920788,1.1894817174085244,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-14,NY,14,Mid-Atlantic,Urban,Medium,Low,Medium,Very High,55.0,1.2395873076711874,1.335189216944435,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-15,NY,15,Mid-Atlantic,Urban,Low,Low,High,Very High,70.39999999999999,1.058848134555558,1.1405107190846824,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-16,NY,16,Northeast,Suburban,Very High,Low,High,Medium,44.599999999999994,0.8739657324067329,0.9413694498701253,300.0,0.9283982314566384,False,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-17,NY,17,Northeast,Suburban,Very High,High,Low,Medium,10.1,1.0522795059489554,1.1334354916832938,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-18,NY,18,Northeast,Exurban,Medium,High,Low,Medium,9.1,1.2305593183258081,1.3254649531107843,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-19,NY,19,Northeast,Exurban,Medium,Very High,Low,Low,4.399999999999999,1.1360985526765996,1.2237189970666829,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-20,NY,20,Northeast,Urban,High,High,Medium,Low,19.1,0.5932876711357434,0.6390443788382566,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-21,NY,21,Northeast,Rural,Low,Very High,Low,Low,-15.699999999999996,0.7504163772655809,0.8082914764800796,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-22,NY,22,Northeast,Mixed,High,Very High,Low,Low,11.299999999999995,0.7576875144383777,0.8161233927057153,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-23,NY,23,Northeast,Rural,Medium,Very High,Low,Low,-18.1,0.8327687762626685,0.8969952204196586,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-24,NY,24,Northeast,Rural,Low,Very High,Low,Low,-20.199999999999996,0.7690675175377776,0.8283810669599466,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-25,NY,25,Northeast,Mixed,High,High,Medium,Low,20.5,0.841601287444202,0.906508930035063,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NY-26,NY,26,Northeast,Urban,High,High,Medium,Low,25.1,0.568419484106148,0.6122582581984339,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
NC-1,NC,1,Mid-Atlantic,Rural,Low,Medium,High,Low,-6.899999999999999,1.1706591924813219,1.2609450910355364,300.0,0.9283982314566384,True,weighted ridge regression with one-hot categorical district characteristics and standardized 2020 presidential margin,Exploratory model: post-2020 characteristics predict 2012-2020 district-label elasticity estimates.
